"Country.Code","NY.GDP.PCAP.CD","NY.GNP.PCAP.CD","SH.IMM.IDPT","SH.IMM.HEPB","SH.IMM.MEAS","SH.TBS.INCD","ST.INT.ARVL","AG.LND.TOTL.K2","TX.VAL.MRCH.WL.CD","TX.VAL.MRCH.HI.ZS","TM.VAL.MRCH.HI.ZS","TG.VAL.TOTL.GD.ZS","NY.GSR.NFCY.CD","SP.POP.0014.TO.ZS","SP.POP.1564.TO.ZS","SP.POP.65UP.TO.ZS","EN.POP.DNST","SP.POP.TOTL","SP.RUR.TOTL.ZS","BG.GSR.NFSV.GD.ZS","SH.TBS.DTEC.ZS","EG.ELC.ACCS.ZS","SP.DYN.LE00.IN","SM.POP.NETM","SH.TBS.CURE.ZS","SH.UHC.SRVS.CV.XD","SH.DTH.COMM.ZS","SH.XPD.CHEX.PC.CD","SH.XPD.GHED.PC.CD","SH.XPD.PVTD.PC.CD","SM.POP.TOTL.ZS"
"CAN",46232.98962,44940,91,71,90,5.6,21134000,9093510,4.47671e+11,89.5982173,72.03267405,53.62882357,-22155520039,15.87025087,66.89774245,17.23200668,4.075308214,37058856,18.589,12.00966107,87,100,82.24897561,1210159,80,89,5.6,4458.214999,3274.288851,1183.926149,21.80166365
"CYM",81124.51348,47140,25,25,30,5.4,463000,240,8610694,1.50321261,0.501550931,21.08197227,-2057752590,12.27828264,47.42066751,1.085000985,267.3916667,64174,0,89.05235966,87,100,52.24,-3266243,100,25,1.3,16.36043526,2.43144068,1.64154032,39.56509414
"CAF",475.7212505,490,47,47,49,540,107000,622980,380909878,53.86487798,63.90185495,26.89316748,105324804.6,44.29432055,52.87990574,2.825773707,7.490412212,4666377,58.636,3.971727974,43,29.9820385,52.24,-2e+05,78,33,63.7,16.36043526,2.43144068,7.23033556,1.665172192
"TCD",728.3432354,670,41,41,37,142,87000,1259200,1650483456,61.56727178,43.35543904,43.46624598,-130562970.3,47.12629999,50.39318107,2.480518944,12.29173364,15477751,76.941,3.971727974,59,10.87641621,53.712,10000,79,28,63.4,31.68594246,5.97882214,21.08642707,3.682771371
"CHL",15923.35874,14670,95,95,93,18,5723000,743532.0313,75451827201,45.77807404,43.78617837,50.18624254,-12235480215,19.75390247,68.71629587,11.52980166,25.18944607,18729160,12.436,8.229360038,87,100,79.909,558539,78,70,8.1,1190.548545,696.1040916,494.4105045,2.615513217
"CHN",9770.847088,9460,99,99,99,61,62900000,9388210,2.50133e+12,69.59481226,63.64130175,33.97191658,-51298699629,17.87700275,71.20211371,10.92088354,148.3488333,1392730000,40.848,5.580351061,92,100,76.47,-1741996,93,79,3.8,398.3315557,231.0931026,167.2320192,0.071076396
"COL",6667.7907,6180,92,92,95,33,3904000,1109500,41819392864,61.5776644,50.72710327,28.11201694,-11771561871,23.07789598,68.444057,8.47804702,44.74870212,49648685,19.222,6.920668702,80,99.59523773,76.925,1023981,73,76,10.1,340.3654688,215.8524725,123.7450748,0.276047227
"COM",1415.263622,1380,91,91,90,35,35900,1861.000061,21461424,68.93903219,54.60375549,29.96718766,6816408.518,39.53842383,57.45456686,3.007009306,447.2444775,832322,71.035,18.19108824,45,79.93128967,63.912,-10000,89,52,47.4,59.00043787,8.58791988,44.06291366,1.592316297
"COD",561.7771824,490,81,81,80,321,351000,2267050,15966849821,19.89736261,24.1679361,29.64372355,-1677818253,46.16564209,50.81651729,3.017840622,37.08259236,84068091,55.54,6.175496155,63,19.09363174,60.026,119303,90,41,61.7,20.5175231,2.51409612,9.10015834,0.706246281
"COG",2147.769461,1640,75,75,75,375,156000,341500,10401604921,22.29550018,36.73128273,119.8897409,-1195788155,41.76350246,55.554778,2.681719539,15.35684627,5244363,33.084,27.17761932,54,66.21485138,63.954,-20000,66,39,55.5,70.37796786,29.75268907,38.31222457,8.505799369
"CRI",12027.36588,11520,94,98,94,10,3017000,51060,11333870320,73.66745174,61.34316285,45.5013333,-3315150830,21.32474411,69.12540822,9.549847673,97.91306306,4999441,20.66,21.4912217,80,99.6,79.914,21000,92,77,6.4,888.8537005,664.4844497,221.4433146,8.771009911
"CIV",1715.531332,1600,82,82,71,142,1965000,318000,11803529252,51.87105869,42.13583408,51.69152761,-1914640848,41.93697214,55.20408485,2.858943015,78.83405346,25069229,49.221,11.30907271,59,65.63575745,57.017,-40000,83,47,52.4,67.57069603,17.41430403,40.01762649,9.582598655
"HRV",14909.69319,14000,93,93,93,8.4,16645000,55960,17401848991,73.72437568,79.6175255,74.57886283,-890162191.4,14.51194001,65.04262698,20.44543301,73.077198,4089400,43.053,36.44961308,100,100,77.82682927,-40004,66,71,2.3,884.4911137,692.0838371,192.4072767,13.60471399
"CUB",8821.818891,7480,99,99,99,7.2,4684000,104020,1242761878,44.22939138,47.67839556,12.76706358,-1.284e+09,16.21123899,68.60254959,15.18621142,108.9995962,11338138,22.963,3.971727974,87,100,78.662,-72000,82,83,8.4,970.6461639,869.7039027,100.05244,0.117089665
"CUW",19567.89244,19070,25,25,30,6.4,432000,444,349212900,56.52613348,85.4326063,78.32711097,21787709.5,18.88394613,64.43115906,16.68489481,360.7545045,159849,10.855,79.22549284,87,100,78.01707317,2573,50,25,1.3,16.36043526,2.43144068,1.64154032,23.92511593
"CYP",28159.3017,26300,99,97,90,5.4,3939000,9240,5051556396,43.1296422,76.12306295,62.81951415,885442843.6,16.78784796,69.49309027,13.71906177,128.7083333,1189265,33.19,88.82907796,79,100,80.672,25000,67,78,4.1,1634.430922,689.7529479,925.6345869,16.83403415
"CZE",23078.57349,20240,96,94,96,5.4,10611000,77220,2.02238e+11,89.06727753,81.53193086,157.40345,-13659601394,15.58660552,64.99251759,19.42087689,137.6028879,10625695,26.208,22.52772172,75,100,79.47560976,110057,69,76,5.4,1321.620203,1082.120393,239.4998091,3.84222568
"DNK",61350.34791,60140,97,25,95,5.4,12749000,41990,1.09711e+11,85.80464667,84.38263764,59.37521743,8366300767,16.45826256,63.7287848,19.81295264,138.0673017,5797446,12.126,42.01787332,87,100,81.00487805,75998,39,81,6.5,5565.593425,4681.911653,883.6817721,10.09899135
"DJI",3082.543099,3190,84,84,86,260,63000,23180,221691689,28.07903187,63.17968076,32.88324974,100903454.9,29.57411596,65.89830466,4.527579378,41.36842105,958920,22.223,22.85736162,80,60.2,65.893,4501,85,47,45.2,70.19033417,32.125314,18.53108744,12.65412041
"DMA",7691.345097,7090,94,94,84,6.4,63000,750,131439801,38.8949189,87.58813403,52.46031693,-42670777.78,12.27828264,47.42066751,1.085000985,95.5,71625,29.517,55.74280228,87,100,52.24,-3266243,100,25,1.3,419.3659141,269.469386,127.2717449,9.246009906
"DOM",8050.631602,7760,94,92,95,45,6569000,48310,10140474957,72.30864839,65.5501782,36.37994036,-3.845e+09,27.9771295,64.94005302,7.082817476,219.9785759,10627165,18.926,14.8238468,80,100,73.689,-150000,74,74,15.8,414.17658,189.3820608,222.2368168,3.947079853
"ECU",6344.871979,6110,85,85,83,44,2535000,248360,21606133837,62.48179735,55.85132503,41.32823118,-2923277442,28.028592,64.81411827,7.157289727,68.78868175,17084357,36.179,5.352246597,80,100,76.584,182000,74,77,15.1,504.782482,258.4050616,244.525814,2.400299101
"EGY",2549.132252,2800,95,95,94,12,11196000,995450,29048077470,66.0179182,57.54538905,39.70748527,-6.28e+09,33.79872071,60.97149994,5.229779346,98.87346929,98423595,57.296,16.8462715,68,100,71.656,-190164,86,68,10.2,130.9858695,38.37808087,91.26733775,0.537267287
"SLV",4058.252439,3820,81,81,81,70,1677300,20720,5852623482,51.0302395,48.63645994,68.0623249,-1.472e+09,27.13208091,64.58082908,8.287090005,309.8814672,6420744,27.977,18.40256374,80,99.49038696,72.872,-202694,90,76,10.8,293.8725567,189.4488049,97.78602163,0.686271613
"GNQ",10261.76001,6840,25,25,30,201,2700,28050,6154720970,49.48352445,65.44405812,61.12097635,-3121749983,37.11659887,60.42552379,2.457877347,46.66573975,1308974,27.857,3.971727974,50,67.18409729,58.061,79998,75,45,53.4,281.3745309,66.16160298,211.7601941,1.280974132
"ERI",811.3760286,720,95,95,99,89,142000,101000,552378088,11.46088094,63.79021045,52.91938943,-23546465.04,40.18077942,55.73536422,4.083856362,31.82150495,3213972,64.229,3.971727974,61,48.42378998,65.538,-199290,92,38,42.9,29.8912246,8.73386654,17.65345415,0.071076396
"EST",23266.34627,21140,92,93,87,13,3234000,43470,17019214764,84.293113,80.23528311,117.5902318,-526032630.8,16.35707375,64.01656941,19.62635685,30.38610536,1320884,31.12,43.39111344,87,100,77.64146341,19555,80,75,2.8,1185.333348,893.894479,288.7649946,15.41630922
"SWZ",4145.974112,3930,90,90,89,329,782000,17200,2128137216,3.981637761,9.429457571,76.82642994,-81264725.73,38.11249154,57.87292052,4.014587941,66.05761628,1136191,76.201,7.013259843,80,73.52627563,58.319,-41764,86,63,53.7,220.5867326,152.8768821,37.28050115,2.453747951
"ETH",772.3135303,790,72,72,61,151,849000,1e+06,3885264159,47.24751201,42.96626847,21.33586743,-549601274.7,40.78298191,55.7158851,3.501132998,109.224559,109224559,79.237,13.18520806,69,44.3,65.872,150002,96,39,49,27.52365701,7.60112056,15.70619987,1.079526012
"FRO",55822.91472,280,25,25,30,0,2700,1396.000061,1571538924,60.68000591,84.56318225,80.73035267,69665125.82,12.27828264,47.42066751,1.085000985,34.73996983,48497,57.936,24.12914197,24,100,82.4,-3266243,0,25,1.3,16.36043526,2.43144068,1.64154032,11.44629557
"FJI",6266.967965,5860,99,99,94,54,870000,18270,861499593,63.54064894,70.87221032,67.36792329,-375718501.5,29.5126222,65.03769739,5.449680413,48.35703339,883483,43.752,43.169864,80,96,67.252,-31008,81,64,10.1,179.91157,114.9676021,59.38787325,1.541341374
"FIN",50152.34014,48280,91,25,96,4.7,3224000,303910,75869032751,77.845484,78.15251436,55.84782007,911251675.3,16.14518297,62.13402948,21.72078755,18.15685565,5518050,14.618,24.72404639,88,100,81.42926829,70000,36,78,1.3,4117.257782,3185.112983,932.0853021,5.739683257
"FRA",41463.64402,41080,96,90,90,8.9,89322000,547556.9922,5.81774e+11,79.91551678,81.41469019,45.16266733,62536416787,17.95646444,62.00891081,20.03462475,122.3383957,66987244,19.556,20.18005394,83,100,82.52439024,182636,24,78,6,4263.361561,3534.149827,729.2042407,12.08847938
"PYF",271.7520444,280,25,25,30,22,216300,3660,149882819,94.62625399,82.1482314,12.76706358,-67488588851,22.76189413,68.94759777,8.290508105,75.86857923,277679,38.166,3.971727974,87,100,77.251,-5000,81,25,1.3,16.36043526,2.43144068,1.64154032,10.63006606
"GAB",7952.525893,6830,70,70,59,525,2700,257670,5506411079,51.04752794,65.24477292,56.02960785,-941427733.6,37.0258697,59.41022284,3.563907468,8.224764233,2119275,10.63,14.99057736,51,92.19120026,65.839,16301,25,49,49.9,220.3547089,142.3211442,76.15105087,15.55585953
"GMB",716.118489,710,93,93,91,174,552000,10120,13622961,32.1716549,23.37487548,43.2379942,-29199514.86,44.26874506,53.141274,2.589980939,225.3065217,2280102,38.73,18.23507116,60,56.2,61.44,-15436,81,44,54.8,20.93043715,3.88610619,7.8690768,9.670886483
"GEO",4717.143026,4440,93,93,98,80,4757000,69490,3355712189,23.29527406,35.54245932,70.87068474,-737019617.8,19.7952406,65.33926797,14.86549143,65.27520207,3731000,41.368,38.27590298,73,100,73.414,-50000,84,66,2.7,308.0316512,112.5910845,188.4770449,4.220248352
"DEU",47603.02763,47090,93,87,97,7.3,38881000,349360,1.56054e+12,79.2030782,78.78564496,72.10569616,1.1041e+11,13.6210301,64.9170079,21.461962,237.3709698,82927922,22.688,17.97929714,87,100,80.9902439,2719112,71,83,4.8,4714.260873,3991.603439,722.6574342,14.8790513
"GHA",2202.312164,2130,97,97,92,148,897000,227540,17104216505,41.37001752,48.91068669,42.14382274,-1566398865,37.59606159,59.33504041,3.068898007,130.8214292,29767108,43.94,26.93536476,32,79,63.463,-50000,85,47,47.5,67.50885898,25.89339585,32.98038336,1.457397152
"GRC",20324.25356,19770,99,96,97,4.5,30123000,128900,39477911679,60.70016149,54.41575178,47.98152316,395119696.8,14.07124487,64.27348306,21.65527208,83.22473235,10727668,20.942,29.68447661,86,100,81.38780488,-80000,0,75,10.9,1510.666713,917.6352402,589.1891876,11.34237737
"GRL",48181.87419,280,25,25,30,100,2700,410450,665122839,95.67549341,95.85248805,48.35349188,-67488588851,12.27828264,47.42066751,1.085000985,0.136496528,56025,13.184,3.971727974,87,100,71.24634146,-3266243,77,25,1.3,16.36043526,2.43144068,1.64154032,10.69483501
"GRD",10640.49676,9650,96,96,84,2.1,185000,340,57126359,55.09845289,70.75807249,41.48657089,-111204111.1,23.56128986,66.81680334,9.621906796,327.8058824,111454,63.728,71.68080188,87,94.69567108,72.388,-1000,67,72,11.9,516.4170466,213.4940781,298.3681603,6.606131524
"GTM",4549.010081,4400,86,86,87,26,1781000,107160,10772733889,56.30582219,56.15120594,39.19554478,-1377753165,34.43539539,60.7525321,4.812072508,160.9537794,17247807,48.946,8.174182241,80,93.28809357,73.81,-46073,87,55,25.1,241.3522846,89.81812607,149.2884361,0.467187672
"GIN",878.5996133,850,45,45,48,176,99000,245720,5336682898,15.1944418,50.77818351,72.19991542,-181849981.9,43.85017334,53.22380421,2.926022448,50.52221227,12414318,63.86,8.297718533,65,35.44121552,60.706,-20000,88,37,55.7,37.45933893,4.60695282,22.65106949,1.811566559
"GNB",777.9699218,750,88,88,86,361,45200,28120,157278785,4.596770632,64.33516018,46.22276272,-2054325.202,42.33915221,54.83713146,2.823716336,66.65394737,1874309,56.64,14.17377231,30,26.04734802,57.673,-6996,64,40,62.1,39.05417469,17.28201058,13.82537398,1.210903718
"GUY",4979.002188,4770,95,95,98,83,287000,196850,1451259321,82.10296318,75.27134417,81.8581122,-98965365.33,28.2145452,65.33518355,6.450271243,3.957348235,779004,73.394,31.36837929,80,90.86487579,69.624,-30001,71,72,20,192.2736761,113.3169584,67.5923224,2.005514382
"HTI",868.3420247,800,64,64,69,176,447000,27560,1189700694,90.18615038,29.259078,61.0846912,52946831.02,33.24224426,61.80835189,4.949403848,403.5985486,11123176,44.722,19.53247892,69,43.75256348,63.29,-175000,78,49,30.3,37.7231276,5.78500642,17.45835454,0.3690482
"HND",2500.113213,2350,90,90,89,37,851000,111890,4352250431,70.75041762,57.38228846,88.88234204,-1611303200,31.74088153,63.56850081,4.690617659,85.68703191,9587522,42.904,20.9335652,80,86.5,74.898,-34000,87,65,14,199.5545151,91.61283474,101.6569387,0.347613516
"HUN",16161.98051,14780,99,25,99,6.4,17552000,90530,1.25795e+11,81.32932463,77.85538273,156.5311886,-6327335977,14.41199221,66.4302824,19.15772538,107.9066055,9768785,28.649,31.72975463,97,100,76.06341463,29999,67,74,1.8,942.591963,620.8227966,321.7691664,4.562465252
"ISL",73191.11632,67960,91,25,93,2.7,2343800,100250,5306997988,91.69111948,82.2716521,51.0694684,-67488588851,19.83232011,65.37258734,14.79509256,3.526922693,353574,6.187,41.93008857,87,100,82.20487805,1900,92,84,4.4,5063.605832,4127.349484,936.2563471,11.3901495
"IND",2009.978857,2020,89,89,90,199,17423000,2973190,3.23269e+11,61.61801162,52.68121056,30.75797574,-27691371968,27.05330185,66.7667425,6.179955649,454.9380726,1352617328,65.97,12.10627474,74,92.61865997,69.165,-2663434,81,55,26,62.71555407,15.94651501,46.12699522,0.399752709
"IDN",3893.596078,3840,79,79,75,316,15810000,1811570,1.74053e+11,52.28677911,50.77338116,35.39977466,-32309974217,26.55119731,67.59163708,5.857165613,147.7521901,267663435,44.675,6.052083961,67,98.14,71.282,-494777,85,57,20.7,111.5532193,49.89876877,61.17793936,0.127675543
"IRN",5627.749268,5470,99,99,99,14,7295000,1628760,71549197858,34.73038712,55.41893354,31.33458127,844886273,24.47655866,69.33886753,6.184573806,50.22242012,81800269,25.102,3.971727974,80,100,76.271,-274998,86,72,7.9,415.3911998,226.4938859,188.7372844,3.446397535
"IRQ",5834.166211,5040,84,84,83,42,892000,434128.0078,90548423261,47.70729298,31.29906744,61.18994666,-2875690785,38.3865654,58.28983494,3.323599663,88.53057004,38433600,29.527,10.51211218,44,100,70.294,39171,92,61,16.8,152.6425484,32.24182336,119.8239955,0.971576098
"IRL",78806.432,61390,94,94,92,7,10926000,68890,1.65017e+11,89.5569534,87.64045188,70.70348879,-67488588851,21.40641959,64.72777871,13.8658017,70.45298302,4853506,36.83,112.6389873,87,100,81.95609756,118020,35,76,5.1,4758.594315,3429.354062,1329.078998,15.91693657
"ISR",41715.02928,40920,98,97,98,4,4121000,21640,60648200000,72.54131203,76.27480501,39.17909078,192449189.1,27.92524646,60.09776752,11.97698602,410.5268022,8883800,7.582,21.59724679,87,100,82.60243902,50002,87,82,10,2837.139639,1773.228167,1020.524786,24.94690004
"ITA",34483.204,33730,95,95,93,7,61567200,294140,5.49526e+11,78.26889061,68.72916233,50.26421444,22660893346,13.32911609,63.91920431,22.7516796,205.4507479,60431283,29.562,11.96477413,88,100,83.24390244,744713,0,82,4.9,2738.706124,2039.356097,699.350027,9.680767742
"JAM",5354.236859,4970,97,97,89,2.9,2473000,10830,1682292543,80.5265027,74.51167297,49.82846783,-716257623.7,23.75009668,67.45326077,8.796642551,270.9930748,2934855,44.326,40.34521325,80,99.50644684,74.267,-56658,27,65,11.2,296.2461483,179.4084002,113.4128923,0.829367047
"JPN",39289.95843,41310,99,25,97,14,31192000,364560,7.37941e+11,59.7680915,54.94377815,29.91433017,1.77765e+11,12.69684881,59.72678128,27.57636991,347.0734584,126529100,8.384,7.937221885,87,100,84.0997561,357800,68,83,12.7,4233.033276,3538.209507,694.8237694,1.614775057
"JOR",4241.788782,4200,96,96,92,5,4150000,88780,6544487738,55.69358313,59.3558018,66.27549424,-199436619.7,34.24549021,61.90801939,3.846490398,112.1424983,9956011,9.021,28.59003836,80,100,74.292,51099,56,76,10.7,223.5381988,141.3351758,69.45786332,40.9771116
"KAZ",9812.601137,8070,98,98,99,68,8789000,2699700,60653910310,64.49625251,31.03561883,52.13003384,-22065373458,28.46054978,64.14760395,7.391846271,6.769825907,18276499,42.572,10.75199056,100,100,72.95,-90000,91,76,4.5,262.0090142,154.0352728,104.8986694,20.12330509
"KEN",1710.510097,1620,92,92,89,292,1364000,569140,6051032054,43.66358777,44.26951021,26.55723061,-728103040.9,39.78216693,57.87864645,2.339186612,90.29941666,51393010,72.97,9.827205377,63,63.81147003,65.909,-50000,83,55,63.3,66.20980967,23.95246096,29.37426214,2.354722885
"KIR",1625.2861,3140,95,95,84,349,7100,810,22671995,16.07154553,58.05539073,58.95333333,174088463.8,35.53997946,60.50739337,3.952627172,143.0209877,115847,45.943,51.55697921,80,98.61457062,67.851,-3999,89,41,28.7,188.0490879,115.6245827,4.84433759,2.80458625
"PRK",271.7520444,280,97,97,98,513,2700,120410,662327079,2.491415423,0.501550931,12.76706358,-67488588851,20.2021135,70.46336609,9.33452041,212.1901752,25549819,38.101,3.971727974,69,43.87117767,71.91,-27013,83,71,9.5,16.36043526,2.43144068,1.64154032,0.192635219
"KOR",31362.75147,30600,98,98,98,66,15347000,97489.00391,6.05708e+11,46.17973992,57.89321279,70.39924136,-1070275747,12.97332358,72.60812059,14.41855583,529.6521036,51635256,18.541,14.06991264,94,100,82.62682927,58657,83,86,10.1,2043.86064,1209.043661,834.8169788,2.639159354
"KWT",33994.40657,34290,99,99,99,23,8508000,17820,24267679456,3.648459877,63.12147372,76.92397157,21906722185,21.53888805,75.91063957,2.550472384,232.1722222,4137309,0,31.96273485,87,100,75.311,197600,89,76,14.8,1068.323213,896.2025296,172.1206838,73.63955073
"KGZ",1281.363661,1220,94,92,96,116,423000,191800,1712413102,44.34033529,10.47610121,82.44328068,-208087338.4,32.35041711,63.15485491,4.494727976,32.92909281,6315800,63.649,21.82633948,87,100,71.2,-20000,82,70,9.6,72.87788481,28.49957372,41.97576078,3.440796423
"LAO",2542.486528,2450,68,68,69,162,3770000,230800,5725050426,13.14895203,7.608913024,64.61032637,-837804336.3,32.60391868,63.32093135,4.075149964,30.59578423,7061507,64.996,11.56068163,57,93.6,67.277,-73518,89,51,31.4,55.21359284,17.88978896,27.3194545,0.327020359
"LVA",17860.6172,16510,96,96,98,29,1946000,62180,16134358812,75.97632149,82.5160754,101.4262767,-592023216,15.99577694,63.96060274,20.04362032,30.98330653,1926542,31.858,28.23602655,87,100,74.6804878,-74186,85,71,2.7,874.2035772,477.5999127,396.6036646,13.35324026
"LBN",8269.787676,7920,83,80,82,11,1964000,10230,3829734410,49.19609436,60.67367141,42.77253035,-314020000,26.09586717,66.9017647,7.002368134,669.4941349,6848925,11.407,52.80404068,87,100,78.833,-150060,84,73,3.6,662.1270576,345.183134,311.3819795,34.1456803
"LSO",1299.153126,1390,93,93,90,611,1173000,30360,1199109047,58.93386334,8.835121385,128.670135,352892935.8,32.71635154,62.38256097,4.901087497,69.43781291,2108132,71.847,18.90368838,55,33.73075867,52.947,-50234,76,48,59.3,85.51857328,54.56646005,16.15073119,0.307818842
"LBR",677.3221785,610,84,84,91,308,2700,96320,476536805,91.26408085,30.62103861,48.71323529,-4.37e+08,41.12498659,55.62158161,3.2534318,50.03090739,4818977,48.849,6.578793363,53,21.48886871,63.295,-25000,77,39,58.5,68.31283566,9.7319629,37.78454925,2.526491982
"LBY",7241.704481,6400,97,97,97,40,2700,1759540,21772657158,68.9341789,35.49286632,69.77473838,1336776557,28.31923773,67.28872201,4.392040259,3.795632381,6678567,19.898,11.3313882,68,70.14820099,72.52,-9997,59,64,8,312.5773146,197.8424706,114.616738,12.28244987
"LIE",165028.245,280,25,25,30,0,85300,160,8610694,1.50321261,0.501550931,12.76706358,-302516744.5,12.27828264,47.42066751,1.085000985,236.9375,37910,85.662,3.971727974,24,100,82.25853659,-3266243,0,25,1.3,16.36043526,2.43144068,1.64154032,62.59625376
"LTU",19153.40899,17430,92,93,92,44,2825000,62642.00195,33336996814,71.19823074,74.33569664,130.868841,-1715851611,14.88242451,65.41254234,19.70503316,44.53135138,2789533,32.321,34.65608585,87,100,74.67073171,-163902,83,73,3.6,987.9493137,648.1181336,330.1064295,4.726089623
"LUX",116639.888,70870,99,96,99,8,1018000,2430,16342177359,91.127025,95.26187933,56.61679551,-25729167446,15.87882399,69.93802183,14.18315418,250.0938272,607728,9.019,285.1871064,87,100,82.68536585,48704,0,83,4.9,6271.437588,5092.724678,1105.512263,43.96413394
"MDG",527.501285,510,75,75,62,233,291000,581800,2972100048,69.31943164,42.18744466,51.12812158,-398371205.6,40.66815059,56.34513228,2.986717126,45.13985562,26262368,62.809,19.1816304,55,24.07539177,66.311,-7500,84,28,46.2,24.11914971,11.49353953,6.58054339,0.132347777
"MWI",389.3980332,360,92,92,87,181,871000,94280,958131820,45.90103061,40.08927883,54.32435468,-19223684.87,43.90228591,53.45227916,2.64543493,192.4407616,18143315,83.063,6.976989526,48,12.7,63.279,-80263,86,46,59.7,29.58739886,8.29870411,5.38352513,1.249811795
"MYS",11373.233,10590,99,99,96,92,25832000,328550,2.47365e+11,60.66569109,58.42424286,129.6317365,-12784317613,23.99514109,69.33310429,6.671754625,95.96282149,31528585,23.964,23.62865746,87,100,75.828,249999,81,73,17.5,361.5219737,182.4657085,178.9815391,8.289348916
"MDV",10330.61561,9280,99,99,99,33,1484000,300,181646782,54.20597982,48.73199389,62.31866173,-416622293.8,20.1479166,76.14873879,3.703344606,1718.986667,515696,60.192,87.98442699,80,99.8,78.325,56851,68,62,8,1047.843932,760.312487,282.7791591,25.87218175
"MLI",899.6599081,840,71,71,70,53,14000,1220190,1991736768,55.36009033,33.53192455,45.8125136,-456287210.2,47.54348639,49.94928385,2.507229758,15.63501586,19077690,57.644,16.35456222,68,43.08983994,58.452,-2e+05,78,38,60.6,29.7866224,9.41220796,10.79115952,2.063359738
"MLT",30098.28331,26480,97,98,96,14,2599000,320,3011887023,79.766794,83.55191384,64.14298578,-1144214672,14.27690052,65.37377518,20.3493243,1511.03125,483530,5.388,207.1010441,92,100,82.45365854,4501,76,82,6.4,2327.781904,1469.082741,858.696783,9.898488069
"MHL",3788.163594,4860,81,84,83,434,6800,180,619823037,78.78851831,79.59894553,63.72074946,61327200,12.27828264,47.42066751,1.085000985,324.5166667,58413,22.969,44.58560206,170,94.75500488,52.24,-3266243,83,25,1.3,851.3429126,448.163796,101.9485169,6.197044893
"MRT",1188.834588,1160,81,81,78,93,2700,1030700,1692734435,30.81634822,76.4228528,86.13480092,-38469905.18,40.08318282,56.77570502,3.141112158,4.272163578,4403319,46.328,16.2227843,59,42.91231918,64.464,25002,77,41,53.4,46.77139384,17.14234802,25.78837019,3.396676733
"MUS",11238.69039,12050,97,97,99,13,1399000,2030,2001234779,68.02858012,41.79204414,56.53166589,1394661464,17.79369232,70.73213461,11.47417307,623.3019704,1265303,59.207,37.76160204,80,98.03143311,74.51463415,0,88,63,6.5,553.0965277,243.9844805,307.861869,2.24510922
"MEX",9673.443674,9180,88,55,97,23,41313000,1943950,4.50685e+11,92.09222983,71.24754694,75.95161752,-31337073315,26.55684819,66.21946683,7.223684981,64.91462641,126190788,19.844,5.444307666,80,100,74.947,-3e+05,77,76,9.8,461.7866471,240.8120474,220.9743413,0.939364727
"FSM",3568.290829,3400,75,83,73,108,19200,700,150126108,27.46960575,49.65036228,46.02765432,10265139.58,31.70720881,64.29598722,3.996803977,160.9142857,112640,77.297,35.99410649,80,80.75668335,67.618,-2999,88,47,18.5,386.6940552,107.6559699,11.28662864,2.638330461
"MDA",3227.312192,2980,93,94,93,86,160000,32890,2710622775,42.36368497,38.40204265,74.02344647,548491438.6,15.86009086,72.6703528,11.46955634,123.5198035,3545883,57.371,22.64448921,87,100,71.717,-6935,81,69,4.2,171.1901319,83.52589378,81.31442903,3.512106598
"MCO",185741.28,280,99,99,87,0,347000,2,8610694,1.50321261,0.501550931,12.76706358,-67488588851,12.27828264,47.42066751,1.085000985,19196,38682,0,3.971727974,24,100,52.24,-3266243,100,25,1.3,2939.844964,2338.811427,601.0335367,55.76846625
"MNG",4121.732435,3660,99,99,99,428,529000,1553560,7011763890,5.447472933,30.30156055,98.62437752,-1234454138,30.40956831,65.50689291,4.083538787,2.040608667,3170208,31.555,28.80526215,29,85.86965179,69.509,-4262,91,62,9.7,140.7082037,79.74844397,55.46460708,0.595444478
"MNE",8844.236985,8430,87,73,58,15,2077000,13450,467806604,46.56246131,51.52171179,63.26116578,64850920.68,18.20951914,66.81554422,14.97493664,46.27100372,622345,33.187,46.6798141,87,100,76.667,-2400,87,68,1.4,531.7323024,398.9023898,130.4748405,13.19007768
"MAR",3237.883368,3090,99,99,99,99,12289000,446300,27642784355,73.03100441,69.41618296,67.91727693,-2479197963,27.20638013,65.78071505,7.012904821,80.72851893,36029138,37.547,24.67159764,87,100,76.218,-257096,88,70,14,171.4501845,80.33456957,89.99907952,0.257467738
"MOZ",498.9572202,460,80,80,85,551,2743000,786380,5215103260,42.47492181,42.10779358,81.41481468,-295542174.5,44.67080015,52.43843539,2.890764457,37.50853531,29495962,64.012,34.84611356,57,27.42547035,59.309,-25000,90,46,65.3,19.20749469,10.24564935,1.64154032,0.796801385
"MMR",1325.952924,1310,91,91,93,338,3551000,653080,16774668868,37.92441363,34.00214437,50.97956924,-1900973019,26.37104828,67.84430978,5.784641933,82.23861548,53708395,69.421,11.4376154,76,69.8148366,66.558,-816564,87,61,23.6,62.10872783,12.47704064,45.94994407,0.136014603
"NAM",5931.453886,5220,89,89,82,524,1499000,823290,7544102011,47.70959097,28.6901743,89.73460105,-297783253.1,36.91024919,59.45371913,3.636031681,2.973745582,2448255,49.968,9.892258874,61,52.50118256,63.021,-24030,86,62,49.3,402.7570179,249.2869749,125.2845882,3.818401435
