Time,Susceptible,Infected,Recovered,Deaths,Country
2020-03-21,6572114,167315,96834,12659,Lebanon
2020-03-22,6542743,189101,102712,14368,Lebanon
2020-03-23,6509709,213563,109353,16299,Lebanon
2020-03-24,6491696,226883,112988,17356,Lebanon
2020-03-25,6452416,255883,120953,19671,Lebanon
2020-03-26,6408430,288279,129931,22282,Lebanon
2020-03-27,6384529,305849,134837,23708,Lebanon
2020-03-28,6332662,343887,145551,26823,Lebanon
2020-03-29,6275082,385953,157571,30318,Lebanon
2020-03-30,6243930,408651,164120,32222,Lebanon
2020-03-31,6176480,457665,178403,36374,Lebanon
2020-04-01,6101665,511824,194406,41027,Lebanon
2020-04-02,6061328,540931,203107,43557,Lebanon
2020-04-03,5974505,603349,222015,49054,Lebanon
2020-04-04,5879161,671501,243082,55179,Lebanon
2020-04-05,5828193,707756,254481,58493,Lebanon
2020-04-06,5719510,784628,279126,65659,Lebanon
2020-04-07,5601691,867260,306387,73585,Lebanon
2020-04-08,5539321,910693,321058,77850,Lebanon
2020-04-09,5407644,1001658,352601,87021,Lebanon
2020-04-10,5338344,1049118,369521,91940,Lebanon
2020-04-11,5192829,1147837,405776,102481,Lebanon
2020-04-12,5037852,1251726,445356,113989,Lebanon
2020-04-13,4957064,1305302,466439,120118,Lebanon
2020-04-14,4789598,1414900,511272,133153,Lebanon
2020-04-15,4615225,1526706,559745,147246,Lebanon
2020-04-16,4525808,1583050,585369,154696,Lebanon
2020-04-17,4343239,1695866,639410,170408,Lebanon
2020-04-18,4156664,1807876,697179,187204,Lebanon
2020-04-19,4062243,1863221,727453,196006,Lebanon
2020-04-20,3871878,1971898,790741,214406,Lebanon
2020-04-21,3680484,2076993,857601,233845,Lebanon
2020-04-22,3584780,2127869,892331,243943,Lebanon
2020-04-23,3394119,2225645,964294,264865,Lebanon
2020-04-24,3205482,2317299,1039431,286711,Lebanon
2020-04-25,3112311,2360533,1078120,297959,Lebanon
2020-04-26,2929046,2441238,1157579,321061,Lebanon
2020-04-27,2750934,2513520,1239569,344899,Lebanon
2020-04-28,2664209,2546235,1281414,357065,Lebanon
2020-04-29,2496222,2604294,1366581,381826,Lebanon
2020-04-30,2336454,2651971,1453423,407075,Lebanon
2020-05-01,2259708,2671958,1497397,419860,Lebanon
2020-05-02,2112444,2704540,1586247,445692,Lebanon
2020-05-03,1973443,2727663,1676023,471794,Lebanon
2020-05-04,1907018,2735829,1721159,484917,Lebanon
2020-05-05,1780250,2745679,1811742,511253,Lebanon
2020-05-06,1719874,2747489,1857116,524445,Lebanon
2020-05-07,1605037,2745196,1947861,550828,Lebanon
2020-05-08,1497927,2735456,2038391,577149,Lebanon
2020-05-09,1447201,2727958,2083500,590264,Lebanon
2020-05-10,1351251,2708041,2173267,616363,Lebanon
2020-05-11,1262402,2682022,2262262,642237,Lebanon
2020-05-12,1220544,2666897,2306409,655073,Lebanon
2020-05-13,1141750,2632770,2393895,680509,Lebanon
2020-05-14,1069207,2593952,2480171,705593,Lebanon
2020-05-15,1035156,2572967,2522811,717990,Lebanon
2020-05-16,971226,2528213,2607014,742471,Lebanon
2020-05-17,912475,2480249,2689690,766508,Lebanon
2020-05-18,884890,2455254,2730427,778352,Lebanon
2020-05-19,832976,2403625,2810646,801675,Lebanon
2020-05-20,784946,2350336,2889144,824498,Lebanon
2020-05-21,762230,2323250,2927727,835716,Lebanon
2020-05-22,719579,2268141,3003466,857736,Lebanon
2020-05-23,680391,2212032,3077298,879202,Lebanon
2020-05-24,661984,2183706,3113504,889728,Lebanon
2020-05-25,627342,2126706,3184503,910371,Lebanon
2020-05-26,595342,2069477,3253634,930470,Lebanon
2020-05-27,580245,2040859,3287503,940317,Lebanon
2020-05-28,551696,1983759,3353859,959609,Lebanon
2020-05-29,538186,1955331,3386350,969056,Lebanon
2020-05-30,512562,1898840,3449969,987553,Lebanon
2020-05-31,488642,1842971,3511785,1005525,Lebanon
2020-06-01,477269,1815315,3542023,1014316,Lebanon
2020-06-02,455612,1760632,3601167,1031512,Lebanon
2020-06-03,435307,1706865,3658554,1048197,Lebanon
2020-06-04,425633,1680346,3686594,1056349,Lebanon
2020-06-05,407199,1628066,3741380,1072278,Lebanon
2020-06-06,389948,1576810,3794456,1087709,Lebanon
2020-06-07,381759,1551565,3820359,1095240,Lebanon
2020-06-08,366256,1501822,3870908,1109937,Lebanon
2020-06-09,351946,1453027,3919799,1124151,Lebanon
2020-06-10,345253,1428962,3943629,1131080,Lebanon
2020-06-11,332841,1381428,3990071,1144582,Lebanon
2020-06-12,321633,1334746,4034922,1157622,Lebanon
2020-06-13,316317,1311859,4056772,1163975,Lebanon
2020-06-14,306203,1267014,4099352,1176355,Lebanon
2020-06-15,296741,1223402,4140470,1188310,Lebanon
2020-06-16,292241,1202056,4160495,1194132,Lebanon
2020-06-17,283673,1160278,4199500,1205472,Lebanon
2020-06-18,275649,1119711,4237146,1216417,Lebanon
2020-06-19,271829,1099877,4255472,1221745,Lebanon
2020-06-20,264546,1061102,4291155,1232120,Lebanon
2020-06-21,257713,1023504,4325578,1242128,Lebanon
2020-06-22,254455,1005142,4342328,1246998,Lebanon
2020-06-23,248233,969281,4374932,1256477,Lebanon
2020-06-24,245262,951778,4390794,1261089,Lebanon
2020-06-25,239584,917612,4421663,1270064,Lebanon
2020-06-26,234234,884552,4451421,1278716,Lebanon
2020-06-27,231675,868429,4465895,1282924,Lebanon
2020-06-28,226773,836985,4494054,1291111,Lebanon
2020-06-29,222143,806588,4521191,1299001,Lebanon
2020-06-30,219924,791774,4534387,1302837,Lebanon
2020-07-01,215669,762899,4560055,1310300,Lebanon
2020-07-02,211644,735003,4584786,1317490,Lebanon
2020-07-03,209714,721413,4596810,1320986,Lebanon
2020-07-04,206006,694929,4620201,1327787,Lebanon
2020-07-05,202483,669346,4642751,1334343,Lebanon
2020-07-06,200788,656885,4653718,1337532,Lebanon
2020-07-07,197527,632608,4675053,1343735,Lebanon
2020-07-08,194432,609172,4695608,1349711,Lebanon
2020-07-09,192945,597762,4705600,1352616,Lebanon
2020-07-10,190087,575544,4725028,1358264,Lebanon
2020-07-11,187378,554108,4743733,1363703,Lebanon
2020-07-12,186078,543677,4752822,1366345,Lebanon
2020-07-13,183582,523373,4770487,1371481,Lebanon
2020-07-14,181220,503795,4787485,1376423,Lebanon
2020-07-15,180087,494272,4795741,1378824,Lebanon
2020-07-16,177912,475743,4811781,1383487,Lebanon
2020-07-17,175855,457886,4827209,1387973,Lebanon
2020-07-18,174868,449203,4834701,1390151,Lebanon
2020-07-19,172976,432314,4849252,1394381,Lebanon
2020-07-20,172068,424104,4856316,1396435,Lebanon
2020-07-21,170325,408137,4870037,1400424,Lebanon
2020-07-22,168675,392759,4883229,1404260,Lebanon
2020-07-23,167883,385285,4889633,1406122,Lebanon
2020-07-24,166360,370754,4902071,1409738,Lebanon
2020-07-25,164914,356762,4914032,1413216,Lebanon
2020-07-26,164218,349963,4919839,1414904,Lebanon
2020-07-27,162876,336745,4931118,1418183,Lebanon
2020-07-28,161597,324020,4941969,1421338,Lebanon
2020-07-29,160978,317836,4947239,1422870,Lebanon
2020-07-30,159781,305814,4957480,1425848,Lebanon
2020-07-31,158631,294240,4967338,1428714,Lebanon
2020-08-01,158072,288615,4972130,1430107,Lebanon
2020-08-02,156982,277678,4981448,1432816,Lebanon
2020-08-03,155925,267144,4990428,1435427,Lebanon
2020-08-04,155407,262022,4994796,1436697,Lebanon
2020-08-05,154404,252060,5003292,1439167,Lebanon
2020-08-06,153443,242462,5011473,1441546,Lebanon
2020-08-07,152977,237796,5015448,1442701,Lebanon
2020-08-08,152077,228724,5023174,1444948,Lebanon
2020-08-09,151216,219989,5030609,1447109,Lebanon
2020-08-10,150799,215745,5034220,1448159,Lebanon
2020-08-11,149993,207496,5041235,1450199,Lebanon
2020-08-12,149604,203489,5044641,1451189,Lebanon
2020-08-13,148851,195704,5051256,1453112,Lebanon
2020-08-14,148131,188215,5057615,1454961,Lebanon
2020-08-15,147783,184579,5060702,1455859,Lebanon
2020-08-16,147111,177516,5066695,1457601,Lebanon
2020-08-17,146469,170725,5072454,1459275,Lebanon
2020-08-18,146159,167429,5075248,1460088,Lebanon
2020-08-19,145559,161027,5080672,1461665,Lebanon
2020-08-20,144986,154874,5085883,1463180,Lebanon
2020-08-21,144710,151887,5088411,1463915,Lebanon
2020-08-22,144175,146088,5093318,1465342,Lebanon
2020-08-23,143664,140514,5098033,1466712,Lebanon
2020-08-24,143417,137809,5100320,1467377,Lebanon
2020-08-25,142939,132556,5104760,1468668,Lebanon
2020-08-26,142481,127506,5109027,1469909,Lebanon
2020-08-27,142260,125054,5111098,1470511,Lebanon
2020-08-28,141831,120291,5115120,1471680,Lebanon
2020-08-29,141420,115710,5118988,1472805,Lebanon
2020-08-30,141221,113485,5120866,1473351,Lebanon
2020-08-31,140834,109161,5124516,1474412,Lebanon
2020-09-01,140461,104997,5128031,1475434,Lebanon
2020-09-02,140280,102973,5129739,1475931,Lebanon
2020-09-03,139928,99036,5133063,1476897,Lebanon
2020-09-04,139587,95240,5136268,1477829,Lebanon
2020-09-05,139421,93395,5137825,1478282,Lebanon
2020-09-06,139100,89811,5140850,1479161,Lebanon
2020-09-07,138945,88071,5142319,1479588,Lebanon
2020-09-08,138643,84691,5145171,1480417,Lebanon
2020-09-09,138354,81440,5147914,1481215,Lebanon
2020-09-10,138214,79861,5149246,1481602,Lebanon
2020-09-11,137942,76795,5151833,1482354,Lebanon
2020-09-12,137680,73846,5154320,1483077,Lebanon
2020-09-13,137554,72413,5155527,1483428,Lebanon
2020-03-30,3982432,618739,176579,41224,Liberia
2020-03-31,3922983,660606,190244,45142,Liberia
2020-04-01,3857167,706649,205611,49548,Liberia
2020-04-02,3791578,752198,221186,54013,Liberia
2020-04-03,3719352,801947,238654,59021,Liberia
2020-04-04,3647779,850806,256308,64083,Liberia
2020-04-05,3569426,903769,276040,69740,Liberia
2020-04-06,3492250,955381,295908,75436,Liberia
2020-04-07,3408288,1010881,318029,81778,Liberia
2020-04-08,3326113,1064515,340209,88137,Liberia
2020-04-09,3237296,1121689,364802,95188,Liberia
2020-04-10,3150952,1176439,389357,102228,Liberia
2020-04-11,3062943,1231349,415081,109602,Liberia
2020-04-12,2968808,1289018,443421,117728,Liberia
2020-04-13,2878277,1343366,471542,125790,Liberia
2020-04-14,2835114,1368869,485268,129725,Liberia
2020-04-04,5470242,886341,254758,67224,Libya
2020-04-05,5397300,933739,274753,72772,Libya
2020-04-06,5321552,982595,295806,78613,Libya
2020-04-07,5243031,1032830,317947,84756,Libya
2020-04-08,5161793,1084354,341208,91210,Libya
2020-04-09,5077907,1137061,365616,97982,Libya
2020-04-10,4991462,1190832,391193,105078,Libya
2020-04-11,4902563,1245533,417963,112506,Libya
2020-04-12,4811334,1301019,445943,120269,Libya
2020-04-13,4717916,1357129,475148,128372,Libya
2020-04-14,4622467,1413689,505591,136818,Libya
2020-04-15,4525153,1470518,537283,145611,Libya
2020-04-16,4426034,1527507,570263,154761,Libya
2020-04-17,4375866,1555993,587236,159471,Libya
2020-04-18,4274492,1612785,622134,169153,Libya
2020-04-19,4171972,1669124,658286,179183,Libya
2020-04-20,4068576,1724770,695665,189554,Libya
2020-04-21,3964570,1779491,734245,200259,Libya
2020-04-22,3860205,1833073,773999,211288,Libya
2020-04-23,3755727,1885310,814893,222634,Libya
2020-04-24,3651368,1936013,856896,234288,Libya
2020-04-25,3547353,1985001,899971,246239,Libya
2020-04-26,3443896,2032110,944081,258478,Libya
2020-04-27,3341201,2077187,989185,270992,Libya
2020-04-28,3239463,2120090,1035241,283770,Libya
2020-04-29,3138867,2160693,1082205,296800,Libya
2020-04-30,3039587,2198880,1130029,310069,Libya
2020-05-01,2990492,2217036,1154248,316789,Libya
2020-05-02,2893494,2251412,1203269,330390,Libya
2020-05-03,2798206,2283141,1253024,344194,Libya
2020-05-04,2704770,2312152,1303457,358187,Libya
2020-05-05,2613316,2338387,1354511,372352,Libya
2020-05-06,2523965,2361801,1406126,386673,Libya
2020-05-07,2436829,2382362,1458242,401132,Libya
2020-05-08,2352008,2400050,1510794,415713,Libya
2020-05-09,2269594,2414858,1563716,430396,Libya
2020-05-10,2189670,2426793,1616940,445163,Libya
2020-05-11,2112306,2435871,1670394,459994,Libya
2020-05-12,2037565,2442124,1724007,474869,Libya
2020-05-13,1965486,2445609,1777703,489767,Libya
2020-05-14,1896024,2446442,1831426,504673,Libya
2020-05-15,1862254,2445906,1858281,512124,Libya
2020-05-16,1796589,2443011,1911951,527014,Libya
2020-05-17,1733370,2437790,1965526,541879,Libya
2020-05-18,1672530,2430369,2018962,556705,Libya
2020-05-19,1614002,2420868,2072215,571480,Libya
2020-05-20,1557721,2409406,2125244,586193,Libya
2020-05-21,1503623,2396098,2178010,600833,Libya
2020-05-22,1451644,2381057,2230475,615389,Libya
2020-05-23,1401722,2364389,2282602,629852,Libya
2020-05-24,1353795,2346202,2334357,644212,Libya
2020-05-25,1307802,2326597,2385707,658459,Libya
2020-05-26,1263684,2305673,2436623,672585,Libya
2020-05-27,1221381,2283527,2487074,686583,Libya
2020-05-28,1180836,2260251,2537033,700444,Libya
2020-05-29,1161205,2248217,2561821,707322,Libya
2020-05-30,1123190,2223413,2610996,720966,Libya
2020-05-31,1086792,2197696,2659620,734456,Libya
2020-06-01,1051956,2171149,2707671,747788,Libya
2020-06-02,1018629,2143850,2755130,760956,Libya
2020-06-03,986757,2115873,2801980,773954,Libya
2020-06-04,956289,2087292,2848205,786779,Libya
2020-06-05,927173,2058174,2893791,799427,Libya
2020-06-06,899360,2028585,2938726,811894,Libya
2020-06-07,872800,1998588,2982999,824178,Libya
2020-06-08,847445,1968242,3026602,836276,Libya
2020-06-09,823248,1937602,3069529,848186,Libya
2020-06-10,800162,1906722,3111774,859907,Libya
2020-06-11,778139,1875658,3153331,871437,Libya
2020-06-12,767504,1860091,3173842,877128,Libya
2020-06-13,746950,1828923,3214330,888361,Libya
2020-06-14,727309,1797746,3254111,899398,Libya
2020-06-15,708533,1766599,3293191,910241,Libya
2020-06-16,690575,1735518,3331580,920892,Libya
2020-06-17,673390,1704540,3369282,931353,Libya
2020-06-18,656936,1673697,3406307,941625,Libya
2020-06-19,641171,1643022,3442660,951712,Libya
2020-06-20,626058,1612543,3478350,961614,Libya
2020-06-21,611559,1582289,3513383,971334,Libya
2020-06-22,597640,1552284,3547767,980874,Libya
2020-06-23,584267,1522553,3581509,990235,Libya
2020-06-24,571411,1493118,3614615,999421,Libya
2020-06-25,565168,1478517,3630932,1003948,Libya
2020-06-26,553033,1449560,3663099,1012873,Libya
2020-06-27,541346,1420945,3694648,1021626,Libya
2020-06-28,530083,1392686,3725586,1030210,Libya
2020-06-29,519222,1364795,3755921,1038626,Libya
2020-06-30,508744,1337285,3785659,1046877,Libya
2020-07-01,498630,1310163,3814807,1054964,Libya
2020-07-02,488865,1283438,3843372,1062890,Libya
2020-07-03,479435,1257113,3871361,1070655,Libya
2020-07-04,470327,1231193,3898781,1078263,Libya
2020-07-05,461532,1205679,3925639,1085715,Libya
2020-07-06,453042,1180570,3951941,1093012,Libya
2020-07-07,444851,1155863,3977694,1100157,Libya
2020-07-08,436955,1131554,4002904,1107152,Libya
2020-07-09,433116,1119547,4015309,1110594,Libya
2020-07-10,425659,1095821,4039719,1117366,Libya
2020-07-11,418495,1072473,4063603,1123993,Libya
2020-07-12,411627,1049492,4086969,1130476,Libya
2020-07-13,405061,1026864,4109823,1136817,Libya
2020-07-14,398803,1004573,4132171,1143017,Libya
2020-07-15,392862,982603,4154020,1149080,Libya
2020-07-16,387241,960941,4175378,1155005,Libya
2020-07-17,381845,939658,4196263,1160800,Libya
2020-07-18,376634,918778,4216686,1166466,Libya
2020-07-19,371605,898295,4236658,1172007,Libya
2020-07-20,366750,878205,4256184,1177425,Libya
2020-07-21,362064,858504,4275275,1182722,Libya
2020-07-22,357541,839186,4293938,1187900,Libya
2020-07-23,355339,829670,4303111,1190445,Libya
2020-07-24,351049,810919,4321147,1195449,Libya
2020-07-25,346909,792541,4338775,1200340,Libya
2020-07-26,342913,774530,4356003,1205120,Libya
2020-07-27,339055,756882,4372838,1209791,Libya
2020-07-28,335330,739592,4389288,1214355,Libya
2020-07-29,331734,722656,4405361,1218814,Libya
2020-07-30,328261,706068,4421065,1223171,Libya
2020-07-31,324907,689823,4436406,1227428,Libya
2020-08-01,321668,673918,4451393,1231586,Libya
2020-08-02,318538,658347,4466032,1235648,Libya
2020-08-03,315514,643104,4480332,1239615,Libya
2020-08-04,312591,628186,4494298,1243490,Libya
2020-08-05,309765,613587,4507938,1247274,Libya
2020-08-06,308388,606406,4514638,1249133,Libya
2020-08-07,305700,592277,4527802,1252786,Libya
2020-08-08,303100,578454,4540658,1256353,Libya
2020-08-09,300584,564933,4553212,1259836,Libya
2020-08-10,298148,551709,4565471,1263237,Libya
2020-08-11,295788,538776,4577442,1266558,Libya
2020-08-12,293502,526130,4589131,1269802,Libya
2020-08-13,291287,513765,4600545,1272968,Libya
2020-08-14,289139,501676,4611690,1276060,Libya
2020-08-15,287055,489858,4622572,1279080,Libya
2020-08-16,285032,478305,4633199,1282028,Libya
2020-08-17,283069,467013,4643575,1284907,Libya
2020-08-18,281162,455976,4653708,1287719,Libya
2020-08-19,279309,445189,4663603,1290464,Libya
2020-08-20,278402,439888,4668463,1291812,Libya
2020-08-21,276625,429465,4678013,1294462,Libya
2020-08-22,274899,419279,4687338,1297049,Libya
2020-08-23,273224,409324,4696443,1299575,Libya
2020-08-24,271598,399595,4705331,1302041,Libya
2020-08-25,270021,390089,4714007,1304449,Libya
2020-08-26,268489,380800,4722477,1306799,Libya
2020-08-27,267003,371724,4730746,1309093,Libya
2020-08-28,265560,362856,4738817,1311332,Libya
2020-08-29,264160,354193,4746695,1313518,Libya
2020-08-30,262800,345729,4754385,1315651,Libya
2020-08-31,261479,337461,4761891,1317734,Libya
2020-09-01,260196,329385,4769218,1319767,Libya
2020-09-02,258950,321496,4776369,1321751,Libya
2020-09-03,258340,317620,4779880,1322725,Libya
2020-09-04,257147,310005,4786775,1324638,Libya
2020-09-05,255988,302566,4793506,1326505,Libya
2020-09-06,254861,295301,4800074,1328328,Libya
2020-03-23,-344945,265054,100462,17338,Liechtenstein
2020-03-24,-357375,270764,105463,19057,Liechtenstein
2020-03-25,-370566,277083,110578,20814,Liechtenstein
2020-03-26,-384577,284055,115816,22615,Liechtenstein
2020-03-27,-399485,291743,121190,24461,Liechtenstein
2020-03-28,-415395,300231,126713,26360,Liechtenstein
2020-03-29,-432438,309629,132403,28315,Liechtenstein
2020-03-30,-450775,320071,138278,30334,Liechtenstein
2020-03-31,-470591,331714,144361,32425,Liechtenstein
2020-04-01,-481120,338042,147488,33499,Liechtenstein
2020-04-02,-503567,351835,153929,35713,Liechtenstein
2020-04-03,-528082,367329,160642,38020,Liechtenstein
2020-04-04,-555043,384856,167663,40433,Liechtenstein
2020-04-05,-584855,404765,175033,42966,Liechtenstein
2020-04-06,-617866,427350,182793,45633,Liechtenstein
2020-04-07,-654701,453158,190999,48453,Liechtenstein
2020-04-08,-696271,483003,199725,51452,Liechtenstein
2020-04-09,-743774,517959,209063,54661,Liechtenstein
2020-04-10,-770202,537762,213994,56356,Liechtenstein
2020-04-11,-829474,582978,224454,59951,Liechtenstein
2020-04-12,-899463,637666,235842,63864,Liechtenstein
2020-04-13,-983326,704721,248351,68163,Liechtenstein
2020-04-14,-1083974,786751,262207,72925,Liechtenstein
2020-04-15,-1209356,891177,277803,78285,Liechtenstein
2020-04-16,-1372817,1030574,295712,84440,Liechtenstein
2020-04-17,-1593229,1222803,316687,91648,Liechtenstein
2020-04-18,-1904838,1500489,341933,100325,Liechtenstein
2020-04-19,-2116002,1691678,356800,105434,Liechtenstein
2020-04-20,-2747042,2273688,393288,117974,Liechtenstein
2020-04-21,-3934806,3392409,444672,135633,Liechtenstein
2020-04-22,-7319071,6659167,532125,165688,Liechtenstein
2020-04-23,-83597077,82474675,876329,283982,Liechtenstein
2020-03-20,2490285,195984,90807,12455,Lithuania
2020-03-21,2458797,221918,95038,13777,Lithuania
2020-03-22,2423647,250786,99826,15272,Lithuania
2020-03-23,2384550,282790,105230,16960,Lithuania
2020-03-24,2341263,318089,111317,18862,Lithuania
2020-03-25,2293586,356794,118154,20997,Lithuania
2020-03-26,2241359,398975,125809,23389,Lithuania
2020-03-27,2184463,444656,134353,26058,Lithuania
2020-03-28,2101267,510958,147227,30079,Lithuania
2020-03-29,2033496,564464,158096,33475,Lithuania
2020-03-30,1961350,620870,170089,37221,Lithuania
2020-03-31,1885139,679788,183267,41338,Lithuania
2020-04-01,1805265,740753,197674,45838,Lithuania
2020-04-02,1722225,803229,213344,50733,Lithuania
2020-04-03,1636606,866599,230296,56029,Lithuania
2020-04-04,1549094,930176,248535,61726,Lithuania
2020-04-05,1460463,993193,268052,67823,Lithuania
2020-04-06,1342065,1074883,296023,76561,Lithuania
2020-04-07,1254368,1133196,318412,83555,Lithuania
2020-04-08,1168659,1187995,341965,90912,Lithuania
2020-04-09,1085427,1238872,366619,98614,Lithuania
2020-04-10,1005150,1285488,392267,106626,Lithuania
2020-04-11,928245,1327565,418805,114916,Lithuania
2020-04-12,855053,1364899,446128,123451,Lithuania
2020-04-13,785841,1397350,474138,132201,Lithuania
2020-04-14,700079,1432921,512383,144148,Lithuania
2020-04-15,640790,1453842,541618,153281,Lithuania
2020-04-16,585849,1469929,571224,162529,Lithuania
2020-04-17,535208,1481347,601111,171865,Lithuania
2020-04-18,488744,1488330,631194,181263,Lithuania
2020-04-19,446264,1491183,661389,190695,Lithuania
2020-04-20,407500,1490280,691615,200137,Lithuania
2020-04-21,372154,1486027,721788,209562,Lithuania
2020-04-22,340036,1478724,751825,218946,Lithuania
2020-04-23,301738,1464842,791585,231366,Lithuania
2020-04-24,276056,1451745,821134,240596,Lithuania
2020-04-25,252709,1436673,850408,249741,Lithuania
2020-04-26,231479,1419890,879373,258789,Lithuania
2020-04-27,212177,1401631,907993,267730,Lithuania
2020-04-28,194635,1382104,936239,276553,Lithuania
2020-04-29,178713,1361485,964082,285251,Lithuania
2020-04-30,164298,1339923,991495,293815,Lithuania
2020-05-01,147270,1309912,1027338,305011,Lithuania
2020-05-02,136034,1286600,1053662,313234,Lithuania
2020-05-03,125855,1262866,1079503,321307,Lithuania
2020-05-04,116607,1238839,1104858,329227,Lithuania
2020-05-05,108199,1214613,1129724,336995,Lithuania
2020-05-06,100543,1190277,1154101,344610,Lithuania
2020-05-07,93565,1165908,1177987,352071,Lithuania
2020-05-08,87194,1141576,1201382,359380,Lithuania
2020-05-09,81369,1117340,1224287,366535,Lithuania
2020-05-10,74362,1085264,1254067,375838,Lithuania
2020-05-11,69619,1061439,1275835,382638,Lithuania
2020-05-12,65275,1037848,1297121,389287,Lithuania
2020-05-13,61305,1014511,1317928,395787,Lithuania
2020-05-14,57664,991466,1338262,402139,Lithuania
2020-05-15,54313,968741,1358131,408345,Lithuania
2020-05-16,51228,946352,1377542,414409,Lithuania
2020-05-17,48385,924312,1396502,420332,Lithuania
2020-05-18,44933,895488,1421096,428015,Lithuania
2020-05-19,42572,874303,1439036,433619,Lithuania
2020-05-20,40388,853500,1456552,439090,Lithuania
2020-05-21,38364,833084,1473651,444432,Lithuania
2020-05-22,36486,813059,1490341,449645,Lithuania
2020-05-23,34739,793429,1506629,454734,Lithuania
2020-05-24,33113,774195,1522524,459699,Lithuania
2020-05-25,31599,755357,1538032,464543,Lithuania
2020-05-26,30187,736913,1553162,469270,Lithuania
2020-05-27,28453,712927,1572759,475391,Lithuania
2020-05-28,27256,695388,1587035,479851,Lithuania
2020-05-29,26135,678235,1600960,484201,Lithuania
2020-05-30,25085,661461,1614541,488443,Lithuania
2020-05-31,24102,645062,1627786,492581,Lithuania
2020-06-01,23181,629033,1640702,496616,Lithuania
2020-06-02,22317,613368,1653296,500550,Lithuania
2020-06-03,21506,598061,1665577,504386,Lithuania
2020-06-04,20746,583107,1677551,508127,Lithuania
2020-06-05,19803,563708,1693051,512969,Lithuania
2020-06-06,19145,549555,1704337,516494,Lithuania
2020-06-07,18526,535736,1715339,519931,Lithuania
2020-06-08,17942,522245,1726064,523281,Lithuania
2020-06-09,17391,509075,1736518,526547,Lithuania
2020-06-10,16870,496222,1746709,529731,Lithuania
2020-06-11,16377,483678,1756642,532834,Lithuania
2020-06-12,15910,471438,1766324,535858,Lithuania
2020-06-13,15325,455581,1778853,539772,Lithuania
2020-06-14,14912,444026,1787973,542621,Lithuania
2020-06-15,14520,432754,1796860,545397,Lithuania
2020-06-16,14146,421759,1805523,548103,Lithuania
2020-06-17,13792,411034,1813965,550740,Lithuania
2020-06-18,13454,400574,1822192,553310,Lithuania
2020-06-19,13134,390372,1830210,555815,Lithuania
2020-06-20,12829,380423,1838024,558256,Lithuania
2020-06-21,12538,370720,1845638,560634,Lithuania
2020-06-22,12172,358158,1855490,563712,Lithuania
2020-06-23,11912,349009,1862658,565951,Lithuania
2020-06-24,11828,346011,1865007,566685,Lithuania
2020-03-20,338243,167342,90066,12075,Luxembourg
2020-03-21,339983,160131,94392,13219,Luxembourg
2020-03-22,341657,153223,98532,14314,Luxembourg
2020-03-23,343266,146606,102493,15361,Luxembourg
2020-03-24,344813,140268,106283,16363,Luxembourg
2020-03-25,345810,136191,108718,17007,Luxembourg
2020-03-26,347258,130293,112238,17937,Luxembourg
2020-03-27,348648,124645,115606,18828,Luxembourg
2020-03-28,349983,119236,118828,19680,Luxembourg
2020-03-29,351265,114053,121912,20495,Luxembourg
2020-03-30,352497,109088,124865,21276,Luxembourg
2020-03-31,353291,105894,126763,21778,Luxembourg
2020-04-01,354442,101273,129507,22503,Luxembourg
2020-04-02,355547,96850,132132,23197,Luxembourg
2020-04-03,356607,92617,134642,23861,Luxembourg
2020-04-04,357623,88566,137042,24495,Luxembourg
2020-04-05,358598,84691,139335,25102,Luxembourg
2020-04-06,359225,82203,140808,25491,Luxembourg
2020-04-07,360133,78606,142934,26053,Luxembourg
2020-04-08,361003,75167,144966,26590,Luxembourg
2020-04-09,361837,71879,146906,27104,Luxembourg
2020-04-10,362635,68736,148760,27594,Luxembourg
2020-04-11,363400,65732,150532,28062,Luxembourg
2020-04-12,363892,63803,151668,28363,Luxembourg
2020-04-13,364604,61016,153310,28797,Luxembourg
2020-04-14,365285,58350,154879,29211,Luxembourg
2020-04-15,365938,55801,156379,29608,Luxembourg
2020-04-16,366563,53362,157813,29987,Luxembourg
2020-04-17,367162,51028,159186,30350,Luxembourg
2020-04-18,367547,49527,160068,30583,Luxembourg
2020-04-19,368105,47355,161345,30921,Luxembourg
2020-04-20,368640,45274,162568,31244,Luxembourg
2020-04-21,369152,43280,163739,31554,Luxembourg
2020-04-22,369643,41372,164860,31850,Luxembourg
2020-04-23,370114,39547,165932,32134,Luxembourg
2020-04-24,370416,38374,166621,32316,Luxembourg
2020-04-25,370853,36679,167615,32579,Luxembourg
2020-04-26,371272,35058,168566,32830,Luxembourg
2020-04-27,371672,33509,169475,33070,Luxembourg
2020-04-28,372055,32029,170342,33300,Luxembourg
2020-04-29,372301,31079,170899,33447,Luxembourg
2020-04-30,372656,29707,171703,33660,Luxembourg
2020-05-01,372996,28397,172471,33863,Luxembourg
2020-05-02,373320,27146,173204,34056,Luxembourg
2020-05-03,373631,25950,173904,34241,Luxembourg
2020-05-04,373928,24809,174572,34418,Luxembourg
2020-05-05,374118,24076,175000,34531,Luxembourg
2020-05-06,374393,23018,175619,34695,Luxembourg
2020-05-07,374657,22007,176211,34851,Luxembourg
2020-05-08,374908,21041,176776,35001,Luxembourg
2020-05-09,375149,20117,177316,35144,Luxembourg
2020-05-10,375379,19233,177833,35280,Luxembourg
