Time,Susceptible,Infected,Recovered,Deaths,Country
2020-03-17,36967306,114070,82532,8476,Afghanistan
2020-03-18,36947972,127737,86934,9741,Afghanistan
2020-03-19,36937455,135170,89329,10429,Afghanistan
2020-03-20,36914563,151347,94546,11928,Afghanistan
2020-03-21,36902120,160138,97383,12743,Afghanistan
2020-03-22,36875047,179261,103558,14518,Afghanistan
2020-03-23,36844773,200640,110468,16503,Afghanistan
2020-03-24,36828319,212257,114226,17583,Afghanistan
2020-03-25,36792515,237528,122408,19934,Afghanistan
2020-03-26,36773054,251259,126859,21213,Afghanistan
2020-03-27,36730714,281122,136550,23998,Afghanistan
2020-03-28,36683388,314484,147397,27115,Afghanistan
2020-03-29,36657684,332596,153295,28809,Afghanistan
2020-03-30,36601825,371938,166125,32496,Afghanistan
2020-03-31,36571516,393274,173096,34499,Afghanistan
2020-04-01,36505737,439532,188259,38856,Afghanistan
2020-04-02,36432424,491038,205199,43723,Afghanistan
2020-04-03,36392676,518948,214395,46366,Afghanistan
2020-04-04,36306414,579487,234376,52107,Afghanistan
2020-04-05,36259654,612287,245220,55223,Afghanistan
2020-04-06,36158213,683397,268781,61993,Afghanistan
2020-04-07,36045275,762483,295077,69549,Afghanistan
2020-04-08,35984122,805266,309347,73649,Afghanistan
2020-04-09,35851659,897831,340339,82555,Afghanistan
2020-04-10,35780018,947830,357151,87385,Afghanistan
2020-04-11,35625048,1055825,393641,97870,Afghanistan
2020-04-12,35453275,1175271,434288,109550,Afghanistan
2020-04-13,35360610,1239593,456304,115876,Afghanistan
2020-04-14,35160727,1378073,504002,129582,Afghanistan
2020-04-15,35053093,1452495,529801,136995,Afghanistan
2020-04-16,34821409,1612340,585606,153030,Afghanistan
2020-04-17,34697265,1697732,615708,161679,Afghanistan
2020-04-18,34431170,1880180,680684,180350,Afghanistan
2020-04-19,34138936,2079794,752631,201023,Afghanistan
2020-04-20,33982191,2186570,791447,212176,Afghanistan
2020-04-21,33645960,2414949,875226,236249,Afghanistan
2020-04-22,33465938,2536849,920374,249222,Afghanistan
2020-04-23,33080888,2796669,1017653,277174,Afghanistan
2020-04-24,32661124,3078412,1124867,307981,Afghanistan
2020-04-25,32437784,3227643,1182435,324523,Afghanistan
2020-04-26,31963470,3542927,1305968,360019,Afghanistan
2020-04-27,31712270,3708964,1372123,379028,Afghanistan
2020-04-28,31181353,4057635,1513690,419706,Afghanistan
2020-04-29,30612073,4427955,1668241,464115,Afghanistan
2020-04-30,30312991,4620977,1750628,487788,Afghanistan
2020-05-01,29685993,5022068,1926111,538212,Afghanistan
2020-05-02,29358158,5229803,2019404,565018,Afghanistan
2020-05-03,28674159,5658679,2217583,621963,Afghanistan
2020-05-04,27952310,6104668,2431869,683537,Afghanistan
2020-05-05,27576566,6334448,2545253,716116,Afghanistan
2020-05-06,26798055,6804635,2784758,784936,Afghanistan
2020-05-07,26396567,7043663,2910956,821198,Afghanistan
2020-05-08,25572271,7526273,3176376,897464,Afghanistan
2020-05-09,24723671,8010736,3459235,978741,Afghanistan
2020-05-10,24291777,8252145,3607204,1021258,Afghanistan
2020-05-11,23415780,8730437,3916139,1110028,Afghanistan
2020-05-12,22972850,8966218,4077051,1156265,Afghanistan
2020-05-13,22080010,9428427,4411563,1252384,Afghanistan
2020-05-14,21631231,9653859,4585058,1302236,Afghanistan
2020-05-15,20731740,10091013,4944199,1405432,Afghanistan
2020-05-16,19833300,10506940,5319013,1513131,Afghanistan
2020-05-17,19385811,10705902,5512068,1568603,Afghanistan
2020-05-18,18496909,11083895,5908939,1682641,Afghanistan
2020-05-19,18056523,11262206,6112518,1741137,Afghanistan
2020-05-20,17186395,11595785,6529306,1860898,Afghanistan
2020-05-21,16333734,11896618,6957964,1984068,Afghanistan
2020-05-22,15915157,12034060,7176348,2046819,Afghanistan
2020-05-23,15095860,12281759,7620362,2174402,Afghanistan
2020-05-24,14696059,12391573,7845623,2239129,Afghanistan
2020-05-25,13918401,12582153,8301662,2370168,Afghanistan
2020-05-26,13172922,12732902,8763645,2502914,Afghanistan
2020-05-27,12813320,12792992,8996305,2569767,Afghanistan
2020-05-28,12121258,12882730,9464187,2704209,Afghanistan
2020-05-29,11788554,12912968,9699142,2771721,Afghanistan
2020-05-30,11149328,12945721,10170247,2907089,Afghanistan
2020-05-31,10544347,12943530,10641895,3042612,Afghanistan
2020-06-01,10254437,12930077,10877546,3110324,Afghanistan
2020-06-02,9699227,12879928,11347786,3245444,Afghanistan
2020-06-03,9433697,12843810,11582104,3312773,Afghanistan
2020-06-04,8926190,12750918,12048491,3446785,Afghanistan
2020-06-05,8449251,12632353,12511076,3579704,Afghanistan
2020-06-06,8221919,12564135,12740657,3645672,Afghanistan
2020-06-07,7788853,12411185,13195872,3776474,Afghanistan
2020-06-08,7582839,12326988,13421307,3841251,Afghanistan
2020-06-09,7191120,12144466,13867374,3969424,Afghanistan
2020-06-10,7005116,12046659,14087837,4032772,Afghanistan
2020-06-11,6652045,11839229,14523232,4157879,Afghanistan
2020-06-12,6323156,11617708,14950788,4280733,Afghanistan
2020-06-13,6167366,11502278,15161469,4341270,Afghanistan
2020-06-14,5872245,11263285,15576367,4460487,Afghanistan
2020-06-15,5732562,11140195,15780487,4519140,Afghanistan
2020-06-16,5468052,10887991,16181868,4634473,Afghanistan
2020-06-17,5222110,10629273,16573886,4747115,Afghanistan
2020-06-18,5105626,10498029,16766319,4802409,Afghanistan
2020-06-19,4884651,10232867,17143948,4910918,Afghanistan
2020-06-20,4779759,10099377,17329123,4964126,Afghanistan
2020-06-21,4580135,9831630,17692174,5068445,Afghanistan
2020-06-22,4392652,9564229,18045525,5169977,Afghanistan
2020-06-23,4303274,9430905,18218519,5219686,Afghanistan
2020-06-24,4133754,9164723,18556970,5316936,Afghanistan
2020-06-25,4053367,9032054,18722472,5364492,Afghanistan
2020-06-26,3900750,8767998,19046141,5457495,Afghanistan
2020-06-27,3758272,8506202,19360179,5547731,Afghanistan
2020-06-28,3690573,8376341,19513642,5591827,Afghanistan
2020-06-29,3561758,8119049,19813568,5678009,Afghanistan
2020-06-30,3500457,7991746,19960075,5720106,Afghanistan
2020-07-01,3383627,7740124,20246287,5802346,Afghanistan
2020-07-02,3273952,7492833,20523576,5882023,Afghanistan
2020-07-03,3221609,7370931,20658929,5920915,Afghanistan
2020-07-04,3121565,7130819,20923160,5996840,Afghanistan
2020-07-05,3073736,7012682,21052082,6033884,Afghanistan
2020-07-06,2982175,6780394,21303646,6106169,Afghanistan
2020-07-07,2938338,6666294,21426331,6141421,Afghanistan
2020-07-08,2854312,6442280,21665615,6210177,Afghanistan
2020-07-09,2774883,6223934,21896925,6276642,Afghanistan
2020-07-10,2736803,6116907,22009644,6309031,Afghanistan
2020-07-11,2663773,5907148,22229313,6372151,Afghanistan
2020-07-12,2628775,5804409,22336306,6402894,Afghanistan
2020-07-13,2561727,5603166,22544713,6462778,Afghanistan
2020-07-14,2498534,5407463,22745822,6520565,Afghanistan
2020-07-15,2468370,5311636,22843692,6548687,Afghanistan
2020-07-16,2410910,5123892,23034165,6603417,Afghanistan
2020-07-17,2383626,5031911,23126809,6630038,Afghanistan
2020-07-18,2332012,4851534,23307018,6681819,Afghanistan
2020-07-19,2284235,4675828,23480619,6731702,Afghanistan
2020-07-20,2261391,4589979,23565051,6755963,Afghanistan
2020-07-21,2217555,4422350,23729316,6803163,Afghanistan
2020-07-22,2196531,4340544,23809194,6826115,Afghanistan
2020-07-23,2156196,4180876,23964555,6870756,Afghanistan
2020-07-24,2118046,4026377,24114204,6913757,Afghanistan
2020-07-25,2099755,3951032,24186941,6934657,Afghanistan
2020-07-26,2064668,3804077,24328350,6975290,Afghanistan
2020-07-27,2047845,3732440,24397065,6995034,Afghanistan
2020-07-28,2015574,3592779,24530621,7033410,Afghanistan
2020-07-29,1985049,3457840,24659153,7070343,Afghanistan
2020-07-30,1970409,3392106,24721586,7088282,Afghanistan
2020-07-31,1942316,3264039,24842891,7123138,Afghanistan
2020-08-01,1928838,3201678,24901802,7140066,Afghanistan
2020-08-02,1902963,3080230,25016242,7172949,Afghanistan
2020-08-03,1878453,2963054,25126303,7204574,Afghanistan
2020-08-04,1866683,2906032,25179741,7219929,Afghanistan
2020-08-05,1844060,2795050,25283524,7249750,Afghanistan
2020-08-06,1833188,2741061,25333907,7264227,Afghanistan
2020-08-07,1812272,2636018,25431752,7292342,Afghanistan
2020-08-08,1802210,2584934,25479250,7305990,Afghanistan
2020-08-09,1782831,2485572,25571487,7332494,Afghanistan
2020-08-10,1764389,2389855,25660166,7357975,Afghanistan
2020-08-11,1755498,2343327,25703215,7370344,Afghanistan
2020-08-12,1738338,2252861,25786818,7394367,Afghanistan
2020-08-13,1730054,2208894,25827406,7406030,Afghanistan
2020-08-14,1714040,2123420,25906241,7428682,Afghanistan
2020-08-15,1698720,2041130,25982064,7450469,Afghanistan
2020-08-16,1691304,2001142,26018888,7461050,Afghanistan
2020-08-17,1676966,1923367,26090441,7481610,Afghanistan
2020-08-18,1670039,1885555,26125194,7491596,Afghanistan
2020-08-19,1656654,1812032,26192703,7510994,Afghanistan
2020-08-20,1643878,1741239,26257620,7529648,Afghanistan
2020-08-21,1637711,1706840,26289131,7538702,Afghanistan
2020-08-22,1625804,1639989,26350310,7556281,Afghanistan
2020-08-23,1620059,1607516,26379997,7564812,Afghanistan
2020-08-24,1608973,1544425,26437618,7581368,Afghanistan
2020-08-25,1598406,1483741,26492965,7597272,Afghanistan
2020-08-26,1593311,1454278,26519810,7604985,Afghanistan
2020-08-27,1583483,1397060,26571891,7619951,Afghanistan
2020-08-28,1578745,1369286,26597146,7627207,Afghanistan
2020-08-29,1569608,1315361,26646133,7641283,Afghanistan
2020-08-30,1560905,1263536,26693150,7654793,Afghanistan
2020-08-31,1556710,1238389,26715942,7661342,Afghanistan
2020-09-01,1548620,1189578,26760143,7674043,Afghanistan
2020-09-02,1544720,1165896,26781568,7680199,Afghanistan
2020-09-03,1537198,1119935,26823114,7692137,Afghanistan
2020-09-04,1533570,1097638,26843252,7697924,Afghanistan
2020-09-05,1526570,1054366,26882304,7709145,Afghanistan
2020-09-06,1519892,1012800,26919779,7719913,Afghanistan
2020-09-07,1516669,992635,26937946,7725133,Afghanistan
2020-09-08,1510440,953500,26973185,7735259,Afghanistan
2020-09-09,1507430,934512,26990273,7740169,Afghanistan
2020-09-10,1501607,897656,27023426,7749695,Afghanistan
2020-09-11,1496030,862238,27055271,7758845,Afghanistan
2020-09-12,1493328,845047,27070723,7763285,Afghanistan
2020-09-13,1488087,811664,27100727,7771907,Afghanistan
2020-09-14,1485542,795456,27115294,7776092,Afghanistan
2020-09-15,1480594,763966,27143599,7784225,Afghanistan
2020-09-16,1475820,733661,27170848,7792055,Afghanistan
2020-09-17,1473501,718945,27184081,7795858,Afghanistan
2020-09-18,1469011,690382,27209756,7803235,Afghanistan
2020-09-19,1466839,676524,27222208,7806813,Afghanistan
2020-09-20,1462633,649628,27246368,7813755,Afghanistan
2020-09-21,1460597,636580,27258085,7817122,Afghanistan
2020-03-26,2284744,425430,129851,26348,Albania
2020-03-27,2226283,471879,139195,29017,Albania
2020-03-28,2163248,521634,149524,31968,Albania
2020-03-29,2095758,574483,160912,35221,Albania
2020-03-30,2024053,630091,173433,38798,Albania
2020-03-31,1948445,688064,187149,42716,Albania
2020-04-01,1869321,747957,202107,46989,Albania
2020-04-02,1787137,809267,218343,51627,Albania
2020-04-03,1702427,871437,235875,56635,Albania
2020-04-04,1615793,933854,254711,62015,Albania
2020-04-05,1527914,995850,274844,67767,Albania
2020-04-06,1439539,1056700,296252,73882,Albania
2020-04-07,1351492,1115627,318902,80352,Albania
2020-04-08,1264669,1171796,342746,87164,Albania
2020-04-09,1179989,1224359,367727,94300,Albania
2020-04-10,1097951,1272885,393792,101745,Albania
2020-04-11,1018932,1317133,420838,109471,Albania
2020-04-12,943275,1356898,448754,117446,Albania
2020-04-13,871264,1392035,477436,125639,Albania
2020-04-14,803118,1422453,506781,134022,Albania
2020-04-15,738998,1448121,536690,142565,Albania
2020-04-16,679003,1469061,567067,151243,Albania
2020-04-17,623168,1485356,597822,160028,Albania
2020-04-18,571471,1497142,628864,168896,Albania
2020-04-19,523827,1504615,660110,177822,Albania
2020-04-20,480088,1508026,691478,186782,Albania
2020-04-21,440047,1507684,722889,195755,Albania
2020-04-22,403434,1503953,754268,204719,Albania
2020-04-23,369937,1497241,785543,213653,Albania
2020-04-24,339403,1487806,816632,222534,Albania
2020-04-25,311600,1475938,847488,231348,Albania
2020-04-26,286271,1461942,878076,240086,Albania
2020-04-27,263182,1446095,908360,248737,Albania
2020-04-28,242122,1428650,938310,257292,Albania
2020-04-29,222903,1409834,967894,265743,Albania
2020-04-30,205361,1389847,997085,274082,Albania
2020-05-01,189353,1368863,1025857,282301,Albania
2020-05-02,174762,1347033,1054186,290393,Albania
2020-05-03,161491,1324479,1082051,298353,Albania
2020-05-04,149469,1301298,1109432,306175,Albania
2020-05-05,138647,1277562,1136312,313853,Albania
2020-05-06,128864,1253441,1162682,321386,Albania
2020-05-07,119939,1229116,1188545,328774,Albania
2020-05-08,111790,1204669,1213898,336017,Albania
2020-05-09,104343,1180174,1238743,343114,Albania
2020-05-10,97528,1155700,1263080,350066,Albania
2020-05-11,91284,1131306,1286911,356873,Albania
2020-05-12,85554,1107046,1310238,363537,Albania
2020-05-13,80289,1082966,1333062,370057,Albania
2020-05-14,75446,1059105,1355388,376435,Albania
2020-05-15,70988,1035496,1377219,382671,Albania
2020-05-16,66884,1012163,1398560,388767,Albania
2020-05-17,63110,989125,1419415,394724,Albania
2020-05-18,59639,966399,1439791,400545,Albania
2020-05-19,56432,944018,1459694,406231,Albania
2020-05-20,53464,921992,1479134,411784,Albania
2020-05-21,50718,900331,1498119,417207,Albania
2020-05-22,48173,879043,1516656,422502,Albania
2020-05-23,45814,858133,1534755,427672,Albania
2020-05-24,43623,837609,1552423,432719,Albania
2020-05-25,41587,817473,1569668,437646,Albania
2020-05-26,39692,797729,1586499,442454,Albania
2020-05-27,37926,778380,1602923,447145,Albania
2020-05-28,36277,759425,1618949,451723,Albania
2020-05-29,34735,740864,1634584,456190,Albania
2020-05-30,33293,722697,1649837,460547,Albania
2020-05-31,31942,704920,1664715,464797,Albania
2020-06-01,30677,687530,1679226,468942,Albania
2020-06-02,29491,670521,1693377,472984,Albania
2020-06-03,28383,653888,1707177,476926,Albania
2020-06-04,27340,637628,1720635,480771,Albania
2020-06-05,26359,621738,1733757,484519,Albania
2020-06-06,25436,606211,1746553,488175,Albania
2020-06-07,24566,591040,1759029,491738,Albania
2020-06-08,23748,576221,1771193,495213,Albania
2020-06-09,22976,561746,1783051,498601,Albania
2020-06-10,22250,547610,1794611,501903,Albania
2020-06-11,21565,533807,1805880,505122,Albania
2020-06-12,20920,520331,1816864,508260,Albania
2020-06-13,20310,507175,1827571,511318,Albania
2020-06-14,19735,494334,1838006,514299,Albania
2020-06-15,19191,481802,1848177,517204,Albania
2020-06-16,18676,469573,1858089,520036,Albania
2020-06-17,18189,457640,1867749,522795,Albania
2020-06-18,17727,445999,1877164,525485,Albania
2020-06-19,17288,434642,1886338,528106,Albania
2020-06-20,16871,423564,1895279,530660,Albania
2020-06-21,16474,412760,1903992,533148,Albania
2020-06-22,16096,402223,1912482,535574,Albania
2020-06-23,15735,391947,1920756,537937,Albania
2020-06-24,15390,381926,1928818,540240,Albania
2020-06-25,15060,372156,1936674,542484,Albania
2020-06-26,14744,362629,1944330,544671,Albania
2020-06-27,14441,353338,1951792,546803,Albania
2020-06-28,14150,344275,1959067,548881,Albania
2020-06-29,13871,335436,1966159,550907,Albania
2020-06-30,13603,326816,1973073,552882,Albania
2020-07-01,13346,318410,1979811,554807,Albania
2020-07-02,13100,310213,1986378,556683,Albania
2020-07-03,12865,302222,1992776,558511,Albania
2020-07-04,12639,294432,1999011,560292,Albania
2020-07-05,12424,286838,2005085,562027,Albania
2020-07-06,12218,279437,2011002,563717,Albania
2020-07-07,12022,272223,2016765,565363,Albania
2020-07-08,11835,265193,2022379,566967,Albania
2020-07-09,11656,258343,2027846,568529,Albania
2020-07-10,11486,251668,2033170,570049,Albania
2020-07-11,11324,245164,2038355,571530,Albania
2020-07-12,11170,238828,2043403,572973,Albania
2020-07-13,11024,232655,2048318,574377,Albania
2020-07-14,10884,226641,2053104,575744,Albania
2020-07-15,10752,220783,2057764,577075,Albania
2020-07-16,10626,215077,2062300,578371,Albania
2020-07-17,10506,209518,2066717,579632,Albania
2020-07-18,10392,204104,2071017,580861,Albania
2020-07-19,10283,198831,2075204,582057,Albania
2020-07-20,10179,193694,2079280,583221,Albania
2020-07-21,10081,188690,2083248,584355,Albania
2020-07-22,9986,183816,2087113,585459,Albania
2020-07-23,9895,179069,2090876,586534,Albania
2020-07-24,9808,174444,2094541,587581,Albania
2020-07-25,9725,169939,2098110,588600,Albania
2020-07-26,9644,165550,2101587,589593,Albania
2020-07-27,9565,161274,2104974,590561,Albania
2020-07-28,9489,157107,2108274,591504,Albania
2020-07-29,9414,153047,2111490,592422,Albania
2020-07-30,9340,149090,2114625,593318,Albania
2020-07-31,9268,145233,2117682,594191,Albania
2020-08-01,9195,141474,2120663,595043,Albania
2020-08-02,9123,137808,2123570,595873,Albania
2020-08-03,9051,134234,2126405,596683,Albania
2020-08-04,8982,130750,2129169,597473,Albania
2020-08-05,8915,127354,2131863,598242,Albania
2020-08-06,8850,124044,2134488,598992,Albania
2020-08-07,8787,120818,2137046,599723,Albania
2020-08-08,8726,117675,2139538,600434,Albania
2020-08-09,8667,114613,2141966,601128,Albania
2020-08-10,8610,111630,2144330,601803,Albania
2020-08-11,8555,108723,2146634,602461,Albania
2020-08-12,8502,105893,2148877,603102,Albania
2020-08-13,8451,103135,2151062,603726,Albania
2020-08-14,8401,100450,2153189,604334,Albania
2020-08-15,8353,97836,2155260,604926,Albania
2020-08-16,8306,95290,2157276,605502,Albania
2020-08-17,8261,92811,2159240,606062,Albania
2020-08-18,8218,90397,2161151,606608,Albania
2020-08-19,8176,88047,2163011,607140,Albania
2020-08-20,8135,85759,2164822,607657,Albania
2020-08-21,8096,83532,2166585,608161,Albania
2020-08-22,8058,81364,2168301,608651,Albania
2020-08-23,8021,79253,2169972,609128,Albania
2020-08-24,7986,77198,2171598,609593,Albania
2020-08-25,7952,75197,2173181,610045,Albania
2020-08-26,7918,73249,2174721,610485,Albania
2020-08-27,7886,71353,2176221,610913,Albania
2020-08-28,7855,69506,2177682,611331,Albania
2020-08-29,7825,67708,2179104,611737,Albania
2020-08-30,7796,65957,2180489,612132,Albania
2020-08-31,7767,64252,2181837,612518,Albania
2020-09-01,7740,62590,2183151,612893,Albania
2020-09-02,7713,60972,2184431,613258,Albania
2020-09-03,7687,59395,2185677,613615,Albania
2020-09-04,7662,57858,2186893,613962,Albania
2020-09-05,7637,56360,2188077,614300,Albania
2020-09-06,7613,54899,2189232,614630,Albania
2020-09-07,7590,53474,2190359,614952,Albania
2020-09-08,7566,52084,2191458,615266,Albania
2020-09-09,7544,50729,2192529,615572,Albania
2020-09-10,7522,49408,2193574,615870,Albania
2020-09-11,7501,48120,2194592,616161,Albania
2020-09-12,7480,46865,2195584,616445,Albania
2020-09-13,7460,45642,2196551,616721,Albania
2020-09-14,7441,44450,2197493,616990,Albania
2020-09-15,7422,43290,2198411,617252,Albania
2020-09-16,7403,42159,2199305,617507,Albania
2020-09-17,7385,41058,2200175,617756,Albania
2020-09-18,7368,39985,2201023,617998,Albania
2020-09-19,7351,38941,2201848,618234,Albania
2020-09-20,7335,37924,2202652,618464,Albania
2020-09-21,7319,36934,2203434,618687,Albania
2020-09-22,7303,35970,2204196,618905,Albania
2020-09-23,7288,35031,2204938,619117,Albania
2020-09-24,7274,34118,2205659,619323,Albania
2020-09-25,7260,33229,2206362,619523,Albania
2020-09-26,7246,32363,2207046,619719,Albania
2020-09-27,7233,31521,2207711,619909,Albania
2020-09-28,7220,30701,2208359,620094,Albania
2020-09-29,7207,29903,2208989,620274,Albania
2020-09-30,7195,29127,2209603,620449,Albania
2020-10-01,7183,28371,2210200,620620,Albania
2020-10-02,7172,27635,2210781,620786,Albania
2020-10-03,7161,26919,2211347,620947,Albania
2020-10-04,7150,26222,2211897,621105,Albania
2020-10-05,7139,25544,2212433,621258,Albania
2020-10-06,7129,24883,2212955,621407,Albania
2020-10-07,7119,24240,2213463,621552,Albania
2020-10-08,7109,23613,2213958,621693,Albania
2020-10-09,7100,23003,2214440,621831,Albania
2020-10-10,7091,22408,2214910,621965,Albania
2020-10-11,7082,21829,2215367,622096,Albania
2020-10-12,7073,21264,2215813,622223,Albania
2020-10-13,7065,20714,2216248,622347,Albania
2020-10-14,7057,20177,2216672,622469,Albania
2020-10-15,7048,19653,2217086,622587,Albania
2020-10-16,7041,19142,2217489,622702,Albania
2020-10-17,7033,18644,2217883,622814,Albania
2020-10-18,7025,18158,2218267,622924,Albania
2020-10-19,7018,17684,2218641,623031,Albania
2020-10-20,7011,17222,2219006,623135,Albania
2020-10-21,7004,16772,2219361,623237,Albania
2020-10-22,6997,16334,2219707,623336,Albania
2020-10-23,6991,15907,2220044,623432,Albania
2020-10-24,6984,15491,2220373,623526,Albania
2020-10-25,6978,15086,2220693,623617,Albania
2020-10-26,6972,14692,2221004,623706,Albania
2020-10-27,6966,14308,2221307,623793,Albania
2020-10-28,6961,13934,2221603,623877,Albania
2020-10-29,6955,13569,2221890,623959,Albania
2020-10-30,6950,13215,2222170,624039,Albania
2020-10-31,6944,12870,2222443,624117,Albania
2020-11-01,6939,12534,2222708,624193,Albania
2020-11-02,6934,12207,2222966,624267,Albania
2020-11-03,6930,11889,2223217,624338,Albania
2020-11-04,6925,11579,2223462,624408,Albania
2020-11-05,6920,11278,2223700,624476,Albania
2020-11-06,6916,10984,2223931,624542,Albania
2020-11-07,6912,10699,2224157,624607,Albania
2020-11-08,6907,10421,2224376,624669,Albania
2020-11-09,6903,10151,2224590,624730,Albania
2020-11-10,6899,9887,2224798,624790,Albania
2020-11-11,6895,9631,2225000,624847,Albania
2020-11-12,6892,9382,2225197,624904,Albania
2020-11-13,6888,9139,2225388,624958,Albania
2020-11-14,6885,8903,2225575,625012,Albania
2020-11-15,6881,8673,2225757,625064,Albania
2020-11-16,6878,8448,2225934,625114,Albania
2020-11-17,6874,8230,2226106,625163,Albania
2020-11-18,6871,8017,2226274,625211,Albania
2020-11-19,6868,7810,2226438,625258,Albania
2020-11-20,6865,7608,2226597,625304,Albania
2020-11-21,6862,7410,2226753,625348,Albania
2020-11-22,6859,7218,2226905,625392,Albania
2020-11-23,6856,7031,2227053,625434,Albania
2020-11-24,6854,6847,2227198,625475,Albania
2020-11-25,6851,6669,2227339,625516,Albania
2020-11-26,6848,6495,2227476,625555,Albania
2020-11-27,6846,6325,2227610,625593,Albania
2020-11-28,6843,6160,2227740,625630,Albania
2020-11-29,6841,5999,2227868,625667,Albania
2020-11-30,6839,5842,2227991,625702,Albania
2020-12-01,6836,5689,2228112,625737,Albania
2020-12-02,6834,5540,2228230,625770,Albania
2020-12-03,6832,5395,2228344,625803,Albania
2020-12-04,6830,5254,2228456,625835,Albania
2020-12-05,6828,5117,2228564,625866,Albania
2020-12-06,6826,4983,2228670,625896,Albania
2020-12-07,6824,4853,2228773,625925,Albania
2020-12-08,6822,4726,2228873,625954,Albania
2020-12-09,6820,4602,2228970,625982,Albania
2020-12-10,6818,4482,2229065,626009,Albania
2020-12-11,6816,4365,2229157,626035,Albania
2020-12-12,6815,4251,2229247,626061,Albania
2020-12-13,6813,4141,2229335,626086,Albania
2020-12-14,6812,4033,2229420,626110,Albania
2020-12-15,6810,3928,2229502,626134,Albania
2020-12-16,6808,3826,2229583,626157,Albania
2020-12-17,6807,3727,2229661,626179,Albania
2020-12-18,6806,3630,2229738,626201,Albania
2020-12-19,6804,3536,2229812,626222,Albania
2020-12-20,6803,3444,2229884,626243,Albania
2020-12-21,6801,3355,2229955,626263,Albania
2020-12-22,6800,3268,2230023,626282,Albania
2020-12-23,6799,3184,2230090,626301,Albania
2020-12-24,6798,3102,2230155,626320,Albania
2020-12-25,6796,3021,2230218,626338,Albania
2020-12-26,6795,2943,2230280,626356,Albania
2020-12-27,6794,2867,2230340,626373,Albania
2020-12-28,6793,2793,2230398,626390,Albania
2020-12-29,6792,2721,2230455,626406,Albania
2020-12-30,6791,2650,2230511,626422,Albania
2020-12-31,6790,2582,2230565,626437,Albania
2021-01-01,6789,2515,2230618,626452,Albania
2021-01-02,6788,2449,2230670,626467,Albania
2021-01-03,6787,2385,2230720,626482,Albania
2021-01-04,6786,2323,2230769,626496,Albania
2021-01-05,6785,2262,2230817,626509,Albania
2021-01-06,6784,2204,2230864,626523,Albania
2021-01-07,6783,2090,2230953,626548,Albania
2021-01-08,6782,2036,2230996,626560,Albania
2021-01-09,6781,1983,2231038,626572,Albania
2021-01-10,6780,1931,2231079,626584,Albania
2021-01-11,6780,1881,2231119,626595,Albania
2021-01-12,6779,1832,2231157,626606,Albania
2021-01-13,6778,1784,2231195,626617,Albania
2021-01-14,6777,1737,2231232,626628,Albania
2021-01-15,6777,1692,2231267,626638,Albania
2021-01-16,6776,1648,2231302,626648,Albania
2021-01-17,6775,1605,2231336,626657,Albania
2021-01-18,6775,1563,2231369,626667,Albania
2020-03-18,42002444,130778,85653,9552,Algeria
2020-03-19,41989425,140031,88524,10446,Algeria
2020-03-20,41975488,149936,91599,11404,Algeria
2020-03-21,41944600,171880,98418,13529,Algeria
2020-03-22,41927516,184015,102192,14705,Algeria
2020-03-23,41909239,196994,106230,15963,Algeria
2020-03-24,41868770,225728,115178,18751,Algeria
2020-03-25,41846391,241614,120129,20293,Algeria
2020-03-26,41822447,258605,125430,21945,Algeria
2020-03-27,41769424,296221,137178,25605,Algeria
2020-03-28,41740105,317011,143680,27631,Algeria
2020-03-29,41708745,339242,150641,29799,Algeria
2020-03-30,41639348,388410,166064,34604,Algeria
2020-03-31,41601021,415551,174593,37262,Algeria
2020-04-01,41560069,444539,183715,40104,Algeria
2020-04-02,41469644,508481,203907,46395,Algeria
2020-04-03,41419795,543696,215065,49871,Algeria
2020-04-04,41366572,581278,226991,53587,Algeria
2020-04-05,41249078,664189,253359,61802,Algeria
2020-04-06,41184314,709862,267914,66336,Algeria
2020-04-07,41115188,758588,283469,71183,Algeria
2020-04-08,40962721,865961,317850,81894,Algeria
2020-04-09,40878785,925008,336827,87806,Algeria
2020-04-10,40789296,987908,357101,94123,Algeria
2020-04-11,40592325,1126140,401886,108076,Algeria
2020-04-12,40484146,1201930,426581,115770,Algeria
2020-04-13,40369018,1282484,452942,123983,Algeria
2020-04-14,40246562,1368049,481070,132746,Algeria
2020-04-15,39978078,1555228,543061,152060,Algeria
2020-04-16,39831226,1657370,577151,162681,Algeria
2020-04-17,39675396,1765576,613462,173994,Algeria
2020-04-18,39335774,2000638,693183,198831,Algeria
2020-04-19,39151348,2127797,736847,212435,Algeria
2020-04-20,38956225,2262021,783279,226901,Algeria
2020-04-21,38531183,2553429,885169,258646,Algeria
2020-04-22,38300031,2711374,940986,276036,Algeria
2020-04-23,38055715,2877905,1000294,294513,Algeria
2020-04-24,37525651,3237712,1130106,334957,Algeria
2020-04-25,37239050,3431361,1200978,357038,Algeria
2020-04-26,36937580,3634341,1276072,380434,Algeria
2020-04-27,36288852,4068506,1439667,431402,Algeria
2020-04-28,35941121,4299676,1528539,459091,Algeria
2020-04-29,35577577,4540147,1622377,488327,Algeria
2020-04-30,34802626,5048426,1825701,551674,Algeria
2020-05-01,34391128,5315832,1935565,585902,Algeria
2020-05-02,33963632,5591732,2051150,621913,Algeria
2020-05-03,33060985,6167679,2300243,699520,Algeria
2020-05-04,32586122,6466935,2434135,741234,Algeria
