Time,Susceptible,Infected,Recovered/Deaths,Country
2020-04-09,61288,1045424,462726,Bahrain
2020-04-10,53095,1036390,479952,Bahrain
2020-04-11,40017,1015493,513928,Bahrain
2020-04-12,34824,1003969,530645,Bahrain
2020-04-13,30359,991916,547163,Bahrain
2020-04-14,23186,966674,579578,Bahrain
2020-04-15,20317,953653,595467,Bahrain
2020-04-16,17839,940458,611141,Bahrain
2020-04-17,13833,913775,641830,Bahrain
2020-04-18,12213,900383,656842,Bahrain
2020-04-19,10800,887006,671632,Bahrain
2020-04-20,8492,860397,700548,Bahrain
2020-04-21,7552,847207,714678,Bahrain
2020-04-22,6730,834117,728591,Bahrain
2020-04-23,5373,808294,755771,Bahrain
2020-04-24,4812,795583,769042,Bahrain
2020-04-25,4317,783017,782104,Bahrain
2020-04-26,3492,758335,807610,Bahrain
2020-04-27,3149,746228,820060,Bahrain
2020-04-28,2845,734282,832310,Bahrain
2020-04-29,2334,710878,856225,Bahrain
2020-04-30,2119,699424,867895,Bahrain
2020-05-01,1753,677013,890672,Bahrain
2020-05-02,1598,666054,901785,Bahrain
2020-05-03,1459,655260,912718,Bahrain
2020-05-04,1223,634160,934055,Bahrain
2020-05-05,1122,623851,944465,Bahrain
2020-05-06,1031,613702,954705,Bahrain
2020-05-07,873,593877,974688,Bahrain
2020-05-08,805,584197,984436,Bahrain
2020-05-09,743,574669,994025,Bahrain
2020-05-10,636,556066,1012736,Bahrain
2020-05-11,590,546985,1021863,Bahrain
2020-05-12,547,538049,1030841,Bahrain
2020-05-13,473,520605,1048359,Bahrain
2020-05-14,441,512092,1056904,Bahrain
2020-05-15,411,503716,1065310,Bahrain
2020-05-16,359,487368,1081710,Bahrain
2020-05-17,336,479392,1089709,Bahrain
2020-05-18,315,471545,1097578,Bahrain
2020-05-19,277,456230,1112931,Bahrain
2020-05-20,260,448759,1120419,Bahrain
2020-05-21,245,441408,1127785,Bahrain
2020-05-22,217,427065,1142156,Bahrain
2020-05-23,205,420067,1149165,Bahrain
2020-05-24,183,406413,1162842,Bahrain
2020-05-25,173,399752,1169512,Bahrain
2020-05-26,164,393200,1176074,Bahrain
2020-05-27,147,380415,1188875,Bahrain
2020-05-28,140,374179,1195119,Bahrain
2020-05-29,133,368044,1201260,Bahrain
2020-05-30,120,356074,1213243,Bahrain
2020-05-31,114,350235,1219088,Bahrain
2020-06-01,109,344492,1224837,Bahrain
2020-06-02,99,333286,1236053,Bahrain
2020-06-03,95,327820,1241523,Bahrain
2020-06-04,91,322443,1246904,Bahrain
2020-06-05,83,311953,1257402,Bahrain
2020-06-06,80,306836,1262522,Bahrain
2020-06-07,76,301803,1267558,Bahrain
2020-06-08,70,291984,1277383,Bahrain
2020-06-09,68,287194,1282175,Bahrain
2020-06-10,65,282483,1286889,Bahrain
2020-06-11,60,273292,1296086,Bahrain
2020-06-12,58,268808,1300571,Bahrain
2020-06-13,56,264399,1304983,Bahrain
2020-06-14,52,255795,1313591,Bahrain
2020-06-15,50,251598,1317789,Bahrain
2020-06-16,47,243409,1325982,Bahrain
2020-06-17,45,239414,1329978,Bahrain
2020-06-18,44,235485,1333909,Bahrain
2020-06-19,41,227818,1341578,Bahrain
2020-06-20,40,224079,1345319,Bahrain
2020-06-21,39,220401,1348998,Bahrain
2020-06-22,36,213225,1356176,Bahrain
2020-06-23,35,209725,1359677,Bahrain
2020-06-24,34,206283,1363120,Bahrain
2020-06-25,32,199567,1369838,Bahrain
2020-06-26,32,196292,1373114,Bahrain
2020-06-27,31,193071,1376336,Bahrain
2020-06-28,29,186787,1382621,Bahrain
2020-06-29,28,183722,1385687,Bahrain
2020-06-30,28,180708,1388702,Bahrain
2020-07-01,27,174828,1394583,Bahrain
2020-07-02,26,171960,1397452,Bahrain
2020-07-03,25,169139,1400273,Bahrain
2020-07-04,24,163636,1405777,Bahrain
2020-07-05,24,160952,1408462,Bahrain
2020-07-06,23,155716,1413699,Bahrain
2020-07-07,22,153162,1416253,Bahrain
2020-07-08,22,150650,1418766,Bahrain
2020-07-09,21,145748,1423668,Bahrain
2020-07-10,21,143357,1426060,Bahrain
2020-07-11,20,141005,1428412,Bahrain
2020-07-12,20,136416,1433002,Bahrain
2020-07-13,19,134177,1435241,Bahrain
2020-07-14,19,131973,1437445,Bahrain
2020-07-15,18,127672,1441748,Bahrain
2020-07-16,18,125572,1443847,Bahrain
2020-07-17,18,123507,1445913,Bahrain
2020-07-18,17,119475,1449945,Bahrain
2020-07-19,17,117508,1451912,Bahrain
2020-07-20,16,115574,1453847,Bahrain
2020-07-21,16,111798,1457623,Bahrain
2020-07-22,16,109957,1459465,Bahrain
2020-07-23,15,108146,1461276,Bahrain
2020-07-24,15,104613,1464810,Bahrain
2020-07-25,15,102890,1466533,Bahrain
2020-07-26,14,101196,1468227,Bahrain
2020-07-27,14,97891,1471532,Bahrain
2020-07-28,14,96280,1473144,Bahrain
2020-07-29,13,93138,1476286,Bahrain
2020-07-30,13,91607,1477817,Bahrain
2020-07-31,13,90101,1479324,Bahrain
2020-08-01,13,87165,1482260,Bahrain
2020-08-02,13,85733,1483692,Bahrain
2020-08-03,12,84326,1485099,Bahrain
2020-08-04,12,81582,1487843,Bahrain
2020-08-05,12,80245,1489180,Bahrain
2020-08-06,12,78930,1490495,Bahrain
2020-08-07,12,76367,1493059,Bahrain
2020-08-08,12,75118,1494308,Bahrain
2020-08-09,12,73889,1495537,Bahrain
2020-08-10,11,71494,1497932,Bahrain
2020-08-11,11,70326,1499100,Bahrain
2020-08-12,11,69178,1500248,Bahrain
2020-08-13,11,66939,1502488,Bahrain
2020-08-14,11,65847,1503579,Bahrain
2020-08-15,11,64773,1504653,Bahrain
2020-08-16,11,62679,1506748,Bahrain
2020-08-17,11,61657,1507769,Bahrain
2020-08-18,11,60653,1508774,Bahrain
2020-08-19,11,58692,1510735,Bahrain
2020-08-20,11,57735,1511692,Bahrain
2020-08-21,11,55867,1513560,Bahrain
2020-08-22,11,54955,1514472,Bahrain
2020-08-23,10,54057,1515370,Bahrain
2020-08-24,10,52304,1517123,Bahrain
2020-08-25,10,51447,1517980,Bahrain
2020-08-26,10,50604,1518823,Bahrain
2020-08-27,10,48956,1520471,Bahrain
2020-08-28,10,48152,1521276,Bahrain
2020-08-29,10,47360,1522067,Bahrain
2020-08-30,10,45816,1523612,Bahrain
2020-08-31,10,45062,1524366,Bahrain
2020-09-01,10,44320,1525107,Bahrain
2020-09-02,10,42873,1526555,Bahrain
2020-09-03,9,42168,1527261,Bahrain
2020-09-04,9,41473,1527955,Bahrain
2020-09-05,9,40119,1529310,Bahrain
2020-09-06,9,39458,1529970,Bahrain
2020-09-07,9,38808,1530620,Bahrain
2020-09-08,9,37541,1531887,Bahrain
2020-09-09,9,36923,1532505,Bahrain
2020-09-10,9,36316,1533113,Bahrain
2020-09-11,9,35131,1534298,Bahrain
2020-09-12,9,34553,1534876,Bahrain
2020-09-13,9,33426,1536002,Bahrain
2020-09-14,9,32877,1536552,Bahrain
2020-09-15,9,32337,1537091,Bahrain
2020-09-16,9,31284,1538144,Bahrain
2020-09-17,9,30771,1538658,Bahrain
2020-09-18,9,30267,1539162,Bahrain
2020-09-19,8,29283,1540146,Bahrain
2020-09-20,8,28803,1540626,Bahrain
2020-09-21,8,28332,1541097,Bahrain
2020-09-22,8,27412,1542017,Bahrain
2020-09-23,8,26964,1542465,Bahrain
2020-09-24,8,26524,1542906,Bahrain
2020-09-25,8,25664,1543765,Bahrain
2020-09-26,8,25245,1544184,Bahrain
2020-09-27,8,24833,1544596,Bahrain
2020-09-28,8,24029,1545400,Bahrain
2020-09-29,8,23637,1545792,Bahrain
2020-09-30,8,23252,1546177,Bahrain
2020-10-01,8,22500,1546930,Bahrain
2020-10-02,8,22133,1547297,Bahrain
2020-10-03,8,21416,1548013,Bahrain
2020-10-04,8,21067,1548363,Bahrain
2020-10-05,8,20723,1548707,Bahrain
2020-10-06,8,20051,1549379,Bahrain
2020-10-07,8,19722,1549707,Bahrain
2020-10-08,8,19399,1550030,Bahrain
2020-10-09,8,18768,1550662,Bahrain
2020-10-10,8,18460,1550970,Bahrain
2020-10-11,8,18157,1551273,Bahrain
2020-10-12,8,17566,1551864,Bahrain
2020-10-13,8,17278,1552152,Bahrain
2020-10-14,8,16994,1552436,Bahrain
2020-10-15,8,16441,1552989,Bahrain
2020-10-16,8,16171,1553259,Bahrain
2020-10-17,8,15906,1553524,Bahrain
2020-10-18,8,15388,1554042,Bahrain
2020-10-19,7,15135,1554295,Bahrain
2020-10-20,7,14887,1554543,Bahrain
2020-10-21,7,14402,1555028,Bahrain
2020-10-22,7,14166,1555264,Bahrain
2020-10-23,7,13933,1555497,Bahrain
2020-10-24,7,13480,1555950,Bahrain
2020-10-25,7,13258,1556172,Bahrain
2020-03-26,160796118,403613,156307,Bangladesh
2020-03-27,160762257,425957,167824,Bangladesh
2020-03-28,160726525,449532,179981,Bangladesh
2020-03-29,160688817,474407,192813,Bangladesh
2020-03-30,160649034,500648,206356,Bangladesh
2020-03-31,160562803,557514,235720,Bangladesh
2020-04-01,160516116,588297,251624,Bangladesh
2020-04-02,160466874,620760,268403,Bangladesh
2020-04-03,160414936,654995,286106,Bangladesh
2020-04-04,160360155,691100,304783,Bangladesh
2020-04-05,160241423,769330,345284,Bangladesh
2020-04-06,160177134,811677,367227,Bangladesh
2020-04-07,160109322,856334,390381,Bangladesh
2020-04-08,160037799,903425,414814,Bangladesh
2020-04-09,159962364,953078,440595,Bangladesh
2020-04-10,159798928,1060613,496496,Bangladesh
2020-04-11,159710488,1118779,526771,Bangladesh
2020-04-12,159617260,1180075,558703,Bangladesh
2020-04-13,159519006,1244655,592376,Bangladesh
2020-04-14,159415473,1312678,627886,Bangladesh
2020-04-15,159191471,1459722,704844,Bangladesh
2020-04-16,159070411,1539136,746491,Bangladesh
2020-04-17,158942887,1622759,790391,Bangladesh
2020-04-18,158808563,1710812,836662,Bangladesh
2020-04-19,158667080,1803528,885430,Bangladesh
2020-04-20,158518063,1901146,936828,Bangladesh
2020-04-21,158195845,2112104,1048089,Bangladesh
2020-04-22,158021805,2225973,1108259,Bangladesh
2020-04-23,157838557,2345806,1171674,Bangladesh
2020-04-24,157645637,2471892,1238509,Bangladesh
2020-04-25,157442564,2604528,1308945,Bangladesh
2020-04-26,157003951,2890697,1461390,Bangladesh
2020-04-27,156767359,3044874,1543805,Bangladesh
2020-04-28,156518515,3206892,1630630,Bangladesh
2020-04-29,156256849,3377098,1722090,Bangladesh
2020-04-30,155981774,3555848,1818416,Bangladesh
2020-05-01,155388959,3940452,2026626,Bangladesh
2020-05-02,155069958,4147067,2139013,Bangladesh
2020-05-03,154735022,4363745,2257270,Bangladesh
2020-05-04,154383476,4590892,2381669,Bangladesh
2020-05-05,154014628,4828920,2512489,Bangladesh
2020-05-06,153223813,5337832,2794393,Bangladesh
2020-05-07,152800446,5609468,2946124,Bangladesh
2020-05-08,152356954,5893526,3105557,Bangladesh
2020-05-09,151892258,6190688,3273091,Bangladesh
2020-05-10,151405315,6501593,3449130,Bangladesh
2020-05-11,150895113,6826842,3634083,Bangladesh
2020-05-12,149801049,7522577,4032411,Bangladesh
2020-05-13,149215328,7894066,4246643,Bangladesh
2020-05-14,148602631,8281905,4471502,Bangladesh
2020-05-15,147962109,8686496,4707432,Bangladesh
2020-05-16,147292948,9108201,4954888,Bangladesh
2020-05-17,145865618,10004205,5486214,Bangladesh
2020-05-18,145105984,10479029,5771025,Bangladesh
2020-05-19,144314782,10972019,6069237,Bangladesh
2020-05-20,143491362,11483339,6381337,Bangladesh
2020-05-21,142635106,12013112,6707819,Bangladesh
2020-05-22,140821786,13128314,7405938,Bangladesh
2020-05-23,139863651,13713791,7778595,Bangladesh
2020-05-24,138870540,14317820,8167678,Bangladesh
2020-05-25,137842001,14940324,8573712,Bangladesh
2020-05-26,136777613,15581190,8997235,Bangladesh
2020-05-27,134539776,16917346,9898915,Bangladesh
2020-05-28,133365651,17612209,10378177,Bangladesh
2020-05-29,132154287,18324643,10877108,Bangladesh
2020-05-30,130904687,19055692,11395658,Bangladesh
2020-05-31,129617048,19804788,11934202,Bangladesh
2020-06-01,128292141,20570544,12493353,Bangladesh
2020-06-02,125533946,22146412,13675680,Bangladesh
2020-06-03,124102537,22953670,14299830,Bangladesh
2020-06-04,122637620,23771883,14946535,Bangladesh
2020-06-05,121140303,24599582,15616152,Bangladesh
2020-06-06,119611764,25435285,16308989,Bangladesh
2020-06-07,116466057,27124686,17765294,Bangladesh
2020-06-08,114851581,27975336,18529120,Bangladesh
2020-06-09,113211263,28827893,19316882,Bangladesh
2020-06-10,111546616,29680791,20128630,Bangladesh
2020-06-11,109859223,30532452,20964363,Bangladesh
2020-06-12,106422860,32225649,22707528,Bangladesh
2020-06-13,104677393,33063944,23614701,Bangladesh
2020-06-14,102916181,33894513,24545344,Bangladesh
2020-06-15,101141143,34715694,25499200,Bangladesh
2020-06-16,99354268,35525808,26475961,Bangladesh
2020-06-17,95753290,37106041,28496706,Bangladesh
2020-06-18,93943499,37872721,29539818,Bangladesh
2020-06-19,92130493,38621458,30604087,Bangladesh
2020-06-20,90316597,39350490,31688950,Bangladesh
2020-06-21,88504204,40058043,32793790,Bangladesh
2020-06-22,84893834,41401524,35060680,Bangladesh
2020-06-23,83100979,42033817,36221241,Bangladesh
2020-06-24,81319872,42637363,37398802,Bangladesh
2020-06-25,79553243,43210305,38592490,Bangladesh
2020-06-26,77803889,43750768,39801381,Bangladesh
2020-06-27,76074675,44256862,41024500,Bangladesh
2020-06-28,72688391,45158361,43509286,Bangladesh
2020-06-29,71033657,45552758,44769623,Bangladesh
2020-06-30,69403918,45911038,46041081,Bangladesh
2020-07-01,67800112,46233448,47322477,Bangladesh
2020-07-02,66223110,46520270,48612657,Bangladesh
2020-07-03,63152666,46988477,51214895,Bangladesh
2020-07-04,61660632,47170618,52524787,Bangladesh
2020-07-05,60198218,47318686,53839133,Bangladesh
2020-07-06,58765960,47433155,55156922,Bangladesh
2020-07-07,57364328,47514537,56477173,Bangladesh
2020-07-08,54654488,47580275,59121275,Bangladesh
2020-07-09,53346885,47565845,60443308,Bangladesh
2020-07-10,52071119,47520755,61764164,Bangladesh
2020-07-11,50827326,47445707,63083005,Bangladesh
2020-07-12,49615574,47341441,64399022,Bangladesh
2020-07-13,47288138,47048407,67019493,Bangladesh
2020-07-14,46172255,46861309,68322473,Bangladesh
2020-07-15,45088021,46648335,69619682,Bangladesh
2020-07-16,44035170,46410413,70910454,Bangladesh
2020-07-17,43013369,46148514,72194154,Bangladesh
2020-07-18,42022220,45863642,73470175,Bangladesh
2020-07-19,40129944,45229201,75996893,Bangladesh
2020-07-20,39227684,44881833,77246520,Bangladesh
2020-07-21,38353811,44515901,78486326,Bangladesh
2020-07-22,37507590,44132599,79715848,Bangladesh
2020-07-23,36688222,43733164,80934652,Bangladesh
2020-07-24,35126505,42891021,83338511,Bangladesh
2020-07-25,34382223,42450972,84522842,Bangladesh
2020-07-26,33660923,42000110,85695005,Bangladesh
2020-07-27,32961471,41539858,86854709,Bangladesh
2020-07-28,32282665,41071680,88001693,Bangladesh
2020-07-29,30982295,40117247,90256495,Bangladesh
2020-07-30,30362141,39630818,91363078,Bangladesh
2020-07-31,29762675,39138058,92455304,Bangladesh
2020-08-01,29183100,38639747,93533190,Bangladesh
2020-08-02,28622642,38136637,94596759,Bangladesh
2020-08-03,27556106,37118889,96681042,Bangladesh
2020-08-04,27048606,36605618,97701814,Bangladesh
2020-08-05,26557374,36090282,98708382,Bangladesh
2020-08-06,26081763,35573494,99700781,Bangladesh
2020-08-07,25621144,35055843,100679051,Bangladesh
2020-08-08,25174918,34537888,101643232,Bangladesh
2020-08-09,24323360,33503168,103529509,Bangladesh
2020-08-10,23916949,32987387,104451702,Bangladesh
2020-08-11,23522771,32473266,105360001,Bangladesh
2020-08-12,23140347,31961230,106254461,Bangladesh
2020-08-13,22769223,31451672,107135142,Bangladesh
2020-08-14,22059186,30441438,108855413,Bangladesh
2020-08-15,21719488,29941414,109695135,Bangladesh
2020-08-16,21389520,29445176,110521341,Bangladesh
2020-08-17,21068953,28952982,111334103,Bangladesh
2020-08-18,20757479,28465061,112133497,Bangladesh
2020-08-19,20160710,27502826,113692501,Bangladesh
2020-08-20,19874925,27028836,114452276,Bangladesh
2020-08-21,19597253,26559768,115199016,Bangladesh
2020-08-22,19327512,26095714,115932811,Bangladesh
2020-08-23,19065543,25636741,116653753,Bangladesh
2020-08-24,18564405,24734164,118057469,Bangladesh
2020-08-25,18325041,24290554,118740442,Bangladesh
2020-08-26,18093059,23852014,119410965,Bangladesh
2020-08-27,17868422,23418472,120069143,Bangladesh
2020-08-28,17651118,22989830,120715089,Bangladesh
2020-08-29,17441162,22565961,121348915,Bangladesh
2020-08-30,17043463,21731901,122580673,Bangladesh
2020-08-31,16855871,21321320,123178847,Bangladesh
2020-09-01,16675684,20914942,123765411,Bangladesh
2020-09-02,16501062,20514242,124340734,Bangladesh
2020-09-03,16331477,20119533,124905028,Bangladesh
2020-09-04,16006849,19347996,126001192,Bangladesh
2020-09-05,15851533,18971114,126533391,Bangladesh
2020-09-06,15700702,18600118,127055218,Bangladesh
2020-09-07,15554225,18234978,127566834,Bangladesh
2020-09-08,15411975,17875663,128068399,Bangladesh
2020-09-09,15139655,17174369,129042013,Bangladesh
2020-09-10,15009341,16832320,129514376,Bangladesh
2020-09-11,14882767,16495952,129977318,Bangladesh
2020-09-12,14759818,16165226,130430993,Bangladesh
2020-09-13,14640381,15840101,130875555,Bangladesh
2020-09-14,14411607,15206482,131737948,Bangladesh
2020-09-15,14302059,14897899,132156080,Bangladesh
2020-09-16,14195600,14594736,132565701,Bangladesh
2020-09-17,14092131,14296947,132966959,Bangladesh
2020-09-18,13991555,14004481,133360002,Bangladesh
2020-09-19,13798711,13435307,134122020,Bangladesh
2020-09-20,13706263,13158492,134491283,Bangladesh
2020-09-21,13616348,12886783,134852906,Bangladesh
2020-09-22,13528884,12620124,135207030,Bangladesh
2020-09-23,13443789,12358454,135553794,Bangladesh
2020-09-24,13360987,12101712,135893338,Bangladesh
2020-09-25,13201958,11602764,136551316,Bangladesh
2020-09-26,13125589,11360428,136870021,Bangladesh
2020-09-27,13051226,11122762,137182050,Bangladesh
2020-09-28,12978805,10889697,137487536,Bangladesh
2020-09-29,12908263,10661163,137786611,Bangladesh
2020-09-30,12772581,10217402,138366054,Bangladesh
2020-10-01,12707331,10002027,138646679,Bangladesh
2020-10-02,12643738,9790888,138921411,Bangladesh
2020-10-03,12581753,9583907,139190377,Bangladesh
2020-10-04,12521330,9381006,139453702,Bangladesh
2020-10-05,12404952,8987068,139964018,Bangladesh
2020-10-06,12348918,8795889,140211230,Bangladesh
2020-10-07,12294282,8608493,140453262,Bangladesh
2020-10-08,12241014,8424819,140690204,Bangladesh
2020-10-09,12189084,8244810,140922143,Bangladesh
2020-10-10,12089125,7895553,141371360,Bangladesh
2020-10-11,12041039,7726190,141588809,Bangladesh
2020-10-12,11994176,7560262,141801600,Bangladesh
2020-10-13,11948510,7397711,142009816,Bangladesh
2020-10-14,11904013,7238482,142213542,Bangladesh
2020-10-15,11860657,7082519,142412861,Bangladesh
2020-10-16,11777261,6780170,142798607,Bangladesh
2020-10-17,11737167,6633673,142985197,Bangladesh
2020-10-18,11698108,6490223,143167707,Bangladesh
2020-10-19,11660057,6349765,143346216,Bangladesh
2020-10-20,11622988,6212246,143520804,Bangladesh
2020-10-21,11551696,5945810,143858531,Bangladesh
2020-10-22,11517422,5816789,144021826,Bangladesh
2020-10-23,11484030,5690496,144181511,Bangladesh
2020-10-24,11451496,5566879,144337663,Bangladesh
2020-10-25,11419794,5445887,144490357,Bangladesh
2020-10-26,11358794,5211573,144785670,Bangladesh
2020-10-27,11329449,5098151,144928438,Bangladesh
2020-10-28,11300843,4987151,145068044,Bangladesh
2020-10-29,11272952,4878525,145204561,Bangladesh
2020-10-30,11245754,4772223,145338060,Bangladesh
2020-10-31,11193349,4566397,145596291,Bangladesh
2020-11-01,11168097,4466777,145721164,Bangladesh
2020-11-02,11143451,4369287,145843299,Bangladesh
2020-11-03,11119388,4273882,145962768,Bangladesh
2020-11-04,11095888,4180514,146079636,Bangladesh
2020-11-05,11072929,4089136,146193972,Bangladesh
2020-11-06,11028557,3912166,146415315,Bangladesh
2020-11-07,11007101,3826484,146522452,Bangladesh
2020-11-08,10986108,3742609,146627321,Bangladesh
2020-11-09,10965556,3660497,146729985,Bangladesh
2020-11-10,10945429,3580106,146830502,Bangladesh
2020-11-11,10906560,3424438,147025039,Bangladesh
2020-11-12,10887811,3349105,147119122,Bangladesh
2020-11-13,10869504,3275396,147211138,Bangladesh
2020-11-14,10851630,3203277,147301130,Bangladesh
2020-11-15,10834178,3132718,147389142,Bangladesh
2020-11-16,10800501,2996152,147559385,Bangladesh
2020-11-17,10784257,2930083,147641697,Bangladesh
2020-11-18,10768395,2865452,147722191,Bangladesh
2020-11-19,10752908,2802226,147800904,Bangladesh
2020-11-20,10737785,2740378,147877874,Bangladesh
2020-11-21,10708599,2620699,148026740,Bangladesh
2020-11-22,10694518,2562812,148098708,Bangladesh
2020-11-23,10680767,2506189,148169082,Bangladesh
2020-11-24,10667338,2450803,148237896,Bangladesh
2020-11-25,10654223,2396629,148305185,Bangladesh
2020-11-26,10628904,2291807,148435326,Bangladesh
2020-11-27,10616685,2241109,148498244,Bangladesh
2020-11-28,10604750,2191519,148559769,Bangladesh
2020-11-29,10593091,2143012,148619935,Bangladesh
2020-11-30,10581701,2095566,148678771,Bangladesh
2020-12-01,10570575,2049155,148736308,Bangladesh
2020-12-02,10549084,1959348,148847605,Bangladesh
2020-03-31,-587325,639355,234610,Barbados
2020-04-01,-627632,648702,265570,Barbados
2020-04-02,-649218,654610,281249,Barbados
2020-04-03,-695318,668891,313068,Barbados
2020-04-04,-719885,677288,329238,Barbados
2020-04-05,-772412,696850,362203,Barbados
2020-04-06,-800602,708191,379051,Barbados
2020-04-07,-861629,734629,413640,Barbados
2020-04-08,-894872,750057,431456,Barbados
2020-04-09,-968054,786345,468350,Barbados
2020-04-10,-1008574,807688,487526,Barbados
2020-04-11,-1099145,858175,527610,Barbados
2020-04-12,-1149954,887954,548640,Barbados
2020-04-13,-1264760,958392,593009,Barbados
2020-04-14,-1330160,1000256,616545,Barbados
2020-04-15,-1481644,1101330,666954,Barbados
2020-04-16,-1570378,1162869,694149,Barbados
2020-04-17,-1783421,1316486,753575,Barbados
2020-04-18,-1914029,1414279,786391,Barbados
2020-04-19,-2240165,1666795,860010,Barbados
2020-04-20,-2449425,1834093,901972,Barbados
2020-04-21,-3027503,2313289,1000854,Barbados
2020-04-22,-3440160,2666291,1060509,Barbados
2020-04-23,-4777267,3850265,1213642,Barbados
2020-04-24,-8047350,6876344,1457646,Barbados
2020-04-25,-12598117,11217903,1666854,Barbados
2020-04-26,-30891033,29091559,2086114,Barbados
2020-03-20,9197046,185098,103241,Belarus
2020-03-21,9178608,198304,108472,Belarus
2020-03-22,9158904,212405,114076,Belarus
2020-03-23,9115372,243509,126504,Belarus
2020-03-24,9091361,260641,133383,Belarus
2020-03-25,9065728,278913,140744,Belarus
2020-03-26,9038373,298391,148621,Belarus
2020-03-27,8978094,341233,166057,Belarus
2020-03-28,8944960,364735,175690,Belarus
2020-03-29,8909684,389715,185985,Belarus
2020-03-30,8832259,444397,208729,Belarus
2020-03-31,8789878,474241,221265,Belarus
2020-04-01,8744892,505852,234641,Belarus
2020-04-02,8697178,539303,248904,Belarus
2020-04-03,8593211,611901,280272,Belarus
2020-04-04,8536809,651105,297470,Belarus
2020-04-05,8477225,692394,315765,Belarus
2020-04-06,8347858,781608,355918,Belarus
2020-04-07,8277795,829682,377907,Belarus
2020-04-08,8203989,880136,401259,Belarus
2020-04-09,8126350,932999,426035,Belarus
2020-04-10,7959293,1045979,480113,Belarus
2020-04-11,7869786,1106063,509535,Belarus
2020-04-12,7776264,1168494,540626,Belarus
2020-04-13,7678731,1233210,573444,Belarus
2020-04-14,7471734,1369164,644486,Belarus
2020-04-15,7362371,1440192,682822,Belarus
2020-04-16,7249197,1513082,723105,Belarus
2020-04-17,7011824,1663832,809729,Belarus
2020-04-18,6887877,1741337,856171,Belarus
2020-04-19,6760621,1819998,904766,Belarus
2020-04-20,6629953,1899849,955582,Belarus
2020-04-21,6359262,2062176,1063946,Belarus
2020-04-22,6220029,2143875,1121481,Belarus
2020-04-23,6078713,2225439,1181232,Belarus
2020-04-24,5791301,2386785,1307298,Belarus
2020-04-25,5645909,2465920,1373556,Belarus
2020-04-26,5499843,2543623,1441918,Belarus
2020-04-27,5353430,2619612,1512342,Belarus
2020-04-28,5060808,2765390,1659186,Belarus
2020-04-29,4915195,2834693,1735496,Belarus
2020-04-30,4770426,2901307,1813652,Belarus
2020-05-01,4484493,3025673,1975219,Belarus
2020-05-02,4343838,3083067,2058480,Belarus
2020-05-03,4205045,3137056,2143284,Belarus
2020-05-04,4068342,3187502,2229541,Belarus
2020-05-05,3802059,3277291,2406034,Belarus
2020-05-06,3672879,3316438,2496067,Belarus
2020-05-07,3546590,3351648,2587147,Belarus
2020-05-08,3423364,3382864,2679157,Belarus
2020-05-09,3186738,3433161,2865485,Belarus
2020-05-10,3073631,3452207,2959547,Belarus
2020-05-11,2964170,3467187,3054027,Belarus
2020-05-12,2756701,3484962,3243722,Belarus
2020-05-13,2658570,3488067,3338748,Belarus
2020-05-14,2564031,3487573,3433781,Belarus
2020-05-15,2472979,3483667,3528738,Belarus
2020-05-16,2300929,3466336,3718119,Belarus
2020-05-17,2219731,3453259,3812394,Belarus
2020-05-18,2141623,3437463,3906298,Belarus
2020-05-19,1994298,3398358,4092728,Belarus
2020-05-20,1924899,3375357,4185128,Belarus
2020-05-21,1858226,3350254,4276905,Belarus
2020-05-22,1794191,3323190,4368003,Belarus
2020-05-23,1673707,3263722,4547955,Belarus
2020-05-24,1617097,3231578,4636710,Belarus
2020-05-25,1562804,3197990,4724590,Belarus
2020-05-26,1460872,3126950,4897563,Belarus
2020-05-27,1413089,3089716,4982579,Belarus
2020-05-28,1367336,3051479,5066570,Belarus
2020-05-29,1323546,3012335,5149504,Belarus
2020-05-30,1241600,2931691,5312093,Belarus
2020-05-31,1203322,2890362,5391700,Belarus
2020-06-01,1166762,2848468,5470155,Belarus
2020-06-02,1131864,2806079,5547441,Belarus
2020-06-03,1066842,2720090,5698453,Belarus
2020-06-04,1036616,2676610,5772159,Belarus
2020-06-05,1007850,2632879,5844656,Belarus
2020-06-06,954485,2544893,5986007,Belarus
2020-06-07,929628,2500926,6054830,Belarus
2020-06-08,905859,2457102,6122423,Belarus
2020-06-09,883123,2413463,6188799,Belarus
2020-06-10,840538,2326890,6317957,Belarus
2020-06-11,820589,2284028,6380767,Belarus
2020-06-12,801473,2241494,6442417,Belarus
2020-06-13,765564,2157531,6562289,Belarus
2020-06-14,748687,2116158,6620540,Belarus
2020-06-15,732477,2075223,6677685,Belarus
2020-06-16,716898,2034749,6733738,Belarus
2020-06-17,687497,1955265,6842622,Belarus
2020-06-18,673613,1916291,6895481,Belarus
2020-06-19,660236,1877847,6947301,Belarus
2020-06-20,634901,1802602,7047881,Belarus
2020-06-21,622899,1765819,7096667,Belarus
2020-06-22,611313,1729604,7144468,Belarus
2020-06-23,600127,1693961,7191296,Belarus
2020-06-24,578894,1624401,7282090,Belarus
2020-06-25,568824,1590481,7326080,Belarus
2020-06-26,559104,1557130,7369150,Belarus
2020-06-27,549730,1524343,7411312,Belarus
2020-06-28,532000,1460421,7492964,Belarus
2020-06-29,523641,1429265,7532479,Belarus
2020-06-30,515621,1398627,7571137,Belarus
2020-07-01,500616,1338838,7645931,Belarus
